seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_overflow,error_node_underflow,error_node_divide,n_epochs,n_samples,n_cached,t
0,0.643651750788809,0.3065119061787172,0.3065119061787172,False,[x1**2*(x1 - log(cos(x1)) + cos(exp(x1*exp(x1*(x1**31*exp(x1**10) - x1)))) + cos(1)) + x1],"add,mul,mul,add,add,cos,exp,mul,exp,mul,sub,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,exp,mul,mul,mul,mul,mul,mul,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,mul,x1,x1,x1,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,sub,cos,div,x1,x1,log,cos,x1,x1,x1,x1,x1",105197,42793,6675,5,97074,35183,7618,14795,247,2007158,1007583,527.3780047893524
