seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_node_underflow,error_node_invalid,error_node_overflow,error_node_divide,n_epochs,n_samples,n_cached,t
0,0.9999999999999998,5.649810875233336e-32,5.649810875233336e-32,True,[x1*(x1**2 + x1) + x1],"add,mul,add,x1,div,mul,mul,x1,x1,x1,x1,x1,add,x1,mul,x1,sub,x1,x1",117,504,61,48,446,69,119,1,8110,3701,6.328092098236084
