seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_node_overflow,error_node_invalid,error_node_divide,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.5485821113759582,0.6771334168623079,0.6771334168623079,False,[x1**2*(x1*(x1**3/2 + x1) + x1)*log(x1**3*(sin(x1 + exp(x1*(x1 + (x1*(x1*(x1*(x1**3/2 + x1) + x1) + x1) + x1)/x1))) + (x1 + (x1 + (-x1**2 + cos(x1))/x1)/x1)/x1)) + 2*x1],"add,add,mul,mul,log,mul,mul,mul,add,div,add,div,add,mul,div,div,sub,cos,x1,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,sin,add,exp,mul,add,div,mul,div,add,mul,add,div,mul,mul,add,mul,div,mul,add,div,mul,mul,div,mul,x1,x1,x1,x1,x1,div,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,div,mul,mul,add,mul,div,mul,add,div,mul,mul,div,mul,x1,x1,x1,x1,x1,div,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",35179,75119,10920,27955,68450,17588,7225,247,2006643,1099078,568.3974471092224
