seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_divide,error_node_overflow,error_node_invalid,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.6685214426904132,0.2458556518658355,0.2458556518658355,False,[exp(x1**3*cos(x1*(-x1 + exp(x1**2*exp(x1**2*(x1*exp(x1**3*log(x1)) + 3*x1)))) + 3*x1) + cos(exp(x1 + 1)))],"sub,add,exp,add,mul,mul,mul,div,mul,cos,div,mul,add,add,add,mul,sub,exp,mul,mul,exp,mul,mul,add,add,add,mul,exp,mul,mul,mul,x1,x1,x1,log,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,sub,add,cos,exp,add,x1,div,x1,x1,x1,x1,x1,x1",94787,139957,7530,5,15380,130091,86937,9871,246,2000243,1121363,527.0796234607697
