seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_multiply,error_node_overflow,error_node_invalid,error_node_underflow,error_node_divide,n_epochs,n_samples,n_cached,t
0,0.8852861385045191,0.016790532509635206,0.016790532509635206,False,[(x1 + (x1 + (x1 + (2*x1*sin(log(x1**2*(2*x1**2*(2*x1 - log(x1**3)) + 1))) + x1)*sin(log(x1**2*(x1**2*(2*x1 - log(log(2*x1**3))) + 1))))*sin(log(x1**2*(3*x1**3 + x1)))*sin(log(x1**2*(x1**2*(2*x1 - log(x1*log(2*x1**2))) + 1))))*sin(log(2*x1**4*(4*x1**4 + 2*x1**2))))/x1],"div,add,mul,sin,log,mul,mul,mul,mul,add,x1,x1,x1,add,mul,mul,mul,add,x1,x1,x1,add,x1,x1,x1,mul,add,x1,x1,x1,x1,x1,add,mul,sin,log,mul,mul,add,mul,mul,x1,x1,add,sub,x1,log,mul,x1,log,mul,mul,div,x1,x1,x1,add,x1,x1,x1,div,x1,x1,x1,x1,mul,sin,log,mul,mul,add,mul,mul,add,x1,add,x1,x1,x1,x1,x1,x1,x1,add,mul,sin,log,mul,mul,add,mul,mul,x1,x1,add,sub,x1,log,log,mul,mul,x1,x1,add,x1,x1,x1,div,x1,x1,x1,x1,add,x1,mul,sin,log,mul,mul,add,mul,mul,add,x1,x1,x1,add,sub,x1,log,mul,mul,x1,x1,x1,x1,div,x1,x1,x1,x1,add,x1,x1,x1,x1,x1,x1",102903,169015,15812,23,88615,142333,14312,42493,247,2005936,1144541,564.5695445537567
