seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_divide,error_node_underflow,error_node_invalid,error_node_overflow,n_epochs,n_samples,n_cached,t
0,0.7699876153939595,0.08923494514001841,0.08923494514001841,False,[x1*log(x1**2*exp(x1**2)*exp(x1*sin(2*x1*exp(exp(x1))))*exp(sin(2*x1*exp(2*E*x1))) + x1 + exp(exp(x1)))],"mul,x1,log,add,add,exp,exp,x1,mul,mul,sub,add,x1,exp,sin,mul,add,x1,x1,exp,mul,add,x1,x1,exp,exp,sub,x1,x1,x1,mul,exp,mul,x1,x1,x1,mul,exp,mul,sin,mul,add,x1,x1,exp,exp,add,sub,x1,x1,x1,x1,x1,x1",107466,76128,13593,15,24326,11687,96729,64460,247,2006605,1032162,489.9117603302002
