seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_multiply,error_node_overflow,error_node_invalid,error_node_underflow,error_node_divide,n_epochs,n_samples,n_cached,t
0,0.5711313076599305,0.5638670958217223,0.5638670958217223,False,[x1**2*(x1 + log(2*x1**2*(x1 + (x1**2 + (2*x1 + 1)/x1**2)/x1)))*(x1 + cos(exp((x1 + log(x1 + 1))*exp(log(2*x1 + log(5*x1 + 2))/x1))))*sin(x1) + x1],"add,mul,mul,add,cos,sub,add,exp,div,mul,mul,exp,div,log,add,add,log,add,add,add,add,add,div,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,add,log,add,div,x1,x1,x1,x1,x1,x1,x1,x1,mul,sin,x1,mul,add,div,mul,log,div,mul,div,mul,mul,add,div,add,div,div,add,div,x1,x1,add,x1,x1,x1,x1,mul,x1,x1,x1,x1,x1,add,x1,x1,x1,x1,div,x1,x1,x1,x1,x1,x1,x1,x1",83747,118754,9017,45,75301,110739,8496,17027,247,2007748,1111839,563.6004409790039
