seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_overflow,error_node_underflow,error_node_divide,n_epochs,n_samples,n_cached,t
0,0.6895277293170103,0.20274127059487732,0.20274127059487732,False,[x1*(2*x1 + exp(E*x1**5*sin(x1**4*exp(exp(E*x1**5))) - x1))],"mul,mul,div,add,add,exp,sub,mul,sin,div,mul,mul,mul,mul,mul,exp,exp,mul,div,div,mul,mul,mul,mul,mul,mul,exp,exp,mul,div,mul,div,sub,x1,x1,x1,x1,x1,exp,mul,div,sub,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,div,mul,mul,mul,mul,mul,mul,exp,exp,mul,div,mul,div,sub,x1,x1,x1,x1,x1,exp,mul,div,sub,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",79647,166565,7197,9,70718,158011,8563,16126,247,2006421,953871,474.9227740764618
