,expression,numerical matches,exact matches
0,[x1 + (x1 + sin(x1**2*(2*x1*(x1**2*(x1**2*(x1 + log(x1)) - x1) + x1) + x1) - x1))/x1],99,99.0
0,[x1*(x1 + exp(cos(exp(exp(4*x1**5 - x1)*log(x1))/x1)))],0,99.0
0,[x1**2*exp(x1*(-x1**2 + sin(x1**2))/cos(x1**4) + x1) + x1],0,99.0
0,[x1**2*(-sin(x1**3) + (x1*(x1 + sin(x1*(x1**5 + x1))) + x1)/x1) + x1],99,99.0
0,[x1**2*exp(x1*(-x1**2 + sin(x1**2))/cos(x1**3) + x1) + x1],0,99.0
0,[x1*(x1 + sin(x1*(x1**5 + x1))) + 2*x1 - sin(x1)],99,99.0
0,[x1*(x1 + sin(x1*(x1**4 + x1))) + 2*x1 - sin(x1)],99,99.0
0,[x1**2*exp(x1*cos(x1*log(2*x1))) + x1],99,99.0
0,[x1*exp(sin(x1)) + sin(x1**3)],99,99.0
0,[x1*(x1**2*cos(x1) + exp(x1))],99,99.0
0,[x1 + exp(x1)*sin(x1**2)],99,99.0
0,[x1*(2*x1 + x1/sin(x1))],99,99.0
0,[(x1 + exp(x1))*sin(x1)],99,99.0
0,[2*x1**2 + x1],99,99.0
0,[3*x1],99,99.0
0,[x1**2*(x1**23*(x1**13*(x1**2 + x1)*sin(x1**4*(x1**3 + x1)*exp(exp(exp(x1))) + x1) - x1) + 2*x1 + sin(x1**6)) + x1],0,99.0
0,[x1**2*(x1**23*(2*x1**7*sin(x1**4*(x1**3 + x1)*exp(exp(exp(x1))) + x1) - x1) + 2*x1 + sin(x1**6)) + x1],0,99.0
0,[x1**2*exp(x1*(x1**22*(2*x1**4*sin(x1**3)*cos(x1*exp(x1*exp(exp(x1)))) - x1)*cos(x1) + x1)) + x1],0,99.0
0,[x1**2*exp(x1*(x1**21*(2*x1**4*sin(x1**3)*cos(x1*exp(x1*exp(exp(x1)))) - x1)*cos(x1) + x1)) + x1],0,99.0
0,[x1**2*exp(x1*(2*x1**10*sin(x1**5*exp(x1**9))*cos(x1)**2*cos(x1*exp(x1*exp(exp(x1)))) + x1)) + x1],0,99.0
0,[x1**2*exp(x1**2*(x1**4*sin(x1)*cos(x1)*cos(x1*exp(x1*exp(exp(x1)))) + x1)) + x1],0,99.0
0,[x1**2*exp(x1**2*(x1**5*cos(x1)*cos(x1*exp(x1*exp(exp(x1)))) + x1)) + x1],0,99.0
0,[x1**2*exp(x1*(x1**9*cos(x1)*cos(x1*exp(x1*exp(exp(x1)))) + x1)) + x1],0,99.0
0,[x1**2*exp(x1*(x1**7*cos(x1)*cos(x1*exp(x1*exp(exp(x1)))) + x1)) + x1],0,99.0
0,[x1**2*exp(x1*(x1**6*cos(x1)*cos(x1*exp(x1*exp(exp(x1)))) + x1)) + x1],0,99.0
0,[x1*(x1**5*sin(x1**11*(x1 + exp(x1))) + exp(x1))],99,99.0
0,[x1*(x1**5*sin(x1**10*(x1 + exp(x1))) + exp(x1))],99,99.0
0,[x1*(x1*(x1**12*cos(exp(exp(x1))) + x1) + x1) + x1],0,99.0
0,[x1*(x1 + exp(sin(x1)*sin(x1**2*exp(x1**8))))],0,99.0
0,[x1**2*exp(x1**2*sin(exp(x1**10))) + x1],0,99.0
0,[x1**2*exp(x1**2*sin(exp(x1**9))) + x1],0,99.0
0,[x1**2*exp(x1**2*sin(exp(x1**8))) + x1],0,99.0
0,[x1**2*exp(x1**2*sin(exp(x1**7))) + x1],0,99.0
0,[x1**2 + x1 + sin(x1**4*exp(x1**6))],0,99.0
0,[(x1 + exp(x1*sin(x1**7 + x1)))*sin(x1)],99,99.0
0,[x1**2 + x1 + sin(x1**4*exp(x1**5))],0,99.0
0,[x1**2 + x1 + sin(x1**3*(x1**6 + x1))],99,99.0
0,[x1**2 + x1 + sin(x1**3*(x1**5 + x1))],99,99.0
0,[2*x1 + sin(x1*(2*x1**5 + x1) - x1)],99,99.0
0,[x1*(x1 + sin(x1**2*(x1**4 + x1))) + x1],99,99.0
0,[x1*(x1 + sin(x1**3*(x1**2 + x1))) + x1],99,99.0
0,[x1*exp(x1**2/sin(x1))],0,99.0
0,[x1*exp(2*x1 - sin(x1))],99,99.0
0,[x1*(x1**2 + x1) + x1],99,99.0
0,[3*x1**2],99,99.0
0,[x1**2 + x1],99,99.0
0,[x1*(2*x1 + log(x1**4 + 2*x1 + cos(x1**2*(x1*(x1 + exp(x1**14*(x1**2*(2*x1**10*(x1**2 + x1) - 3*x1**2 + 3*x1) + x1)*log(x1**2*(x1**4 + 3*x1)) + x1)) - x1))))],0,99.0
0,[x1*(2*x1 + log(x1**2 + 2*x1 + cos(x1**2*(x1*(x1 + exp(x1**15*(x1**2*(x1**4*(2*x1**4 + x1) + 2*x1) + x1)*(x1**5*(x1**2*(x1**3 + x1) - x1) + 3*x1)*log(x1**2*(x1**5*(x1**2*(x1**3 + x1) - x1) + 3*x1)) + x1)) - x1))))],0,99.0
0,[x1*(2*x1 + log(x1**2 + 2*x1 + cos(x1**2*(x1*(x1 + exp(x1**15*(x1**2 + 3*x1)*(x1**2*(x1**4*(2*x1**4 + x1) + 2*x1) + x1)*log(x1**2*(x1**5*(x1**2*(x1**3 + x1) - x1) + 3*x1)) + x1)) - x1))))],0,99.0
0,[x1*(x1*(x1**8*(x1**4*(x1**2 - x1) - x1)*(x1**5*(2*x1**4 - x1**2)*log(x1) + x1)*cos(x1*(x1**6/(x1**5 - x1**2) + x1)) + x1) + x1) + x1],0,99.0
0,[x1*(x1*(-x1**9*cos(x1*(x1**6/(x1**5 - x1**2) + x1)) + x1) + x1) + x1],0,99.0
0,[x1*(2*x1 + log(x1**4 + 2*x1 + cos(x1**2*(x1*(x1 + exp(2*x1**10 + x1)) - x1))))],0,99.0
0,[x1*(x1*(x1*cos(x1)*cos(x1*exp(x1**4*(x1**3*(x1**2 + 1) + x1))) + x1) + x1) + x1],0,99.0
0,[x1*(x1*(x1**3*cos(x1*exp(x1**4*(x1**3*(x1**2 + 1) + x1))) + x1) + x1) + x1],0,99.0
0,[2*x1**2*(2*x1 - sin(x1*(x1**3*log(x1**2*(x1*exp(x1) + x1)) + x1))) + x1],99,99.0
0,[x1*(2*x1 + log(x1**2 + 2*x1 + cos(x1**2*(x1*(x1 + exp(x1**3 + x1)) - x1))))],0,99.0
0,[2*x1**2*(2*x1 - sin(x1*(x1**2*log(3*x1**3) + x1))) + x1],99,99.0
0,[2*x1**2*(2*x1 - sin(x1*(x1**3*log(3*x1**3) + x1))) + x1],99,99.0
0,[x1*(x1*exp(x1*cos(x1*exp(x1))) + exp(x1**3))],0,99.0
0,[2*x1**2*(2*x1 - sin(x1*(x1**6 + x1))) + x1],99,99.0
0,[x1*(x1*(2*x1 - sin(x1*(x1**3 + x1))) + x1) + x1],99,99.0
0,[x1*(x1*(2*x1*(-x1 + exp(x1**3 - x1)) + x1) + x1) + x1],0,99.0
0,[x1*(x1*(x1**3*(x1 - sin(x1**2 + x1)) + x1) + x1) + x1],99,99.0
0,[x1*(x1*(x1*(-x1 + exp(x1**3 - x1)) + x1) + x1) + x1],0,99.0
0,[x1*(x1*(x1**3*(x1 - sin(2*x1)) + x1) + x1) + x1],99,99.0
0,[x1*log(x1 + exp(x1/cos(x1))) + x1],0,99.0
0,[x1*(x1*exp(x1**3 - x1) + x1) + x1],0,99.0
0,[2*x1*(x1**2*(x1**2 - x1) + x1) + x1],99,99.0
0,[x1*(2*x1 + exp(x1**2 - x1))],99,99.0
0,[x1*(x1**2 + x1) + x1],99,99.0
0,[2*x1**2 + x1],99,99.0
0,[x1**2 + x1],99,99.0
0,[x1*(x1**4*(x1**5*sin(x1/log(x1)) + x1) + x1*(x1**5*sin(x1**2/log(x1)) + x1**2 + x1) + 5*x1)*exp(-x1)],0,99.0
0,[x1*(x1**3 + x1*(x1**5*sin(x1**2/log(x1)) + x1*sin(x1) + x1) + 5*x1)*exp(-x1)],0,99.0
0,[x1*(x1**2*(x1**5*sin(x1**2/log(x1)) + x1) + x1*(x1**3 + x1) + 5*x1)*exp(-x1)],0,99.0
0,[x1*(x1**3 + x1*(x1**5*sin(x1**2/log(x1)) + x1**2 + x1) + 5*x1)*exp(-x1)],0,99.0
0,[x1*(x1**3 + x1*(x1**4*sin(x1**2/log(x1)) + x1**2 + x1) + 5*x1)*exp(-x1)],0,99.0
0,[x1*(x1**3 + x1*(x1**5*sin(x1/log(x1)) + x1**2 + x1) + 5*x1)*exp(-x1)],0,99.0
0,[x1*(x1**3 + x1*(x1**4*sin(x1/log(x1)) + x1**2 + x1) + 5*x1)*exp(-x1)],0,99.0
0,[x1*(2*x1 + exp(x1*(x1**3*(-x1 + cos(x1))*cos(exp(3*x1)/x1) + x1) - x1))],0,99.0
0,[x1*(2*x1 + exp(x1*(x1**4*(-x1 + cos(x1))*cos(exp(3*x1)/x1) + x1) - x1))],0,99.0
0,[x1*(2*x1 + exp(log(sin(x1*exp(x1**4)))*sin(x1*exp(x1**6))))],0,99.0
0,[x1*(2*x1 + exp(log(sin(x1*exp(x1**4)))*sin(x1*exp(x1**5))))],0,99.0
0,[x1*(2*x1 + exp(log(sin(x1*exp(x1**3)))*sin(x1*exp(x1**5))))],0,99.0
0,[x1*(2*x1 + exp(log(sin(x1*exp(x1**3)))*sin(x1*exp(x1**4))))],0,99.0
0,[x1*(x1*(x1**4*sin(x1**2*(x1**2 + x1))*cos(x1**2*(x1**2 + x1)) + x1) + x1) + x1],99,99.0
0,[x1*(x1 + sin(x1**4 + x1)**2) + sin(x1)],99,99.0
0,[x1*(x1 + exp(x1*sin(x1)*cos(x1**2*(x1**3 + x1) - x1)))],99,99.0
0,[x1*(2*x1 + exp(x1*sin(x1*exp(x1**4)) - x1))],0,99.0
0,[x1*exp(x1*(x1**2 + x1)*sin(x1**2*(1 - x1)) + x1)],0,99.0
0,[x1*exp(-x1**3*(x1**3 - x1) + x1)],99,99.0
0,[x1 + (x1 + sin(x1**3))*sin(x1**3 + x1)],99,99.0
0,[x1*(sin(x1) + sin(2*x1**3)) + x1],99,99.0
0,[x1*exp(sin(x1**4 + x1))],99,99.0
0,[x1*(x1*sin(2*x1**2) + x1) + x1],99,99.0
0,[2*x1**2*sin(2*x1) + x1],99,99.0
0,[x1*(2*x1 + sin(1))],99,99.0
0,[x1*(x1**2 + x1) + x1],99,99.0
0,[2*x1**2 + x1],99,99.0
0,[x1**2 + x1],99,99.0
0,[x1*(x1**2*log((2*x1 + exp(x1*(-x1*(-x1 + log((2*x1 + exp(x1*(-x1 + cos(x1 + log(x1 + exp(x1**2 + exp(x1**3 + exp(x1**2))))))))/x1)) + x1*(x1 + exp(x1*(-x1*(-x1 + log((2*x1 + exp(x1*(-x1 + cos(2*x1 + exp(x1**2 + exp(x1**3 + exp(x1**2)))))))/x1)) + x1*(x1**2 + x1)*cos(2*x1 + exp(x1**2*(x1 + exp(x1**3 + exp(x1**2))) + exp(x1**2))) - x1)))*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1)))/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((2*x1 + exp(x1*(-x1*(-x1 + log((2*x1 + exp(x1*(-x1 + cos((x1 + exp(x1**2 + exp(x1**3 + exp(x1**2))))*exp(x1)))))/x1)) + x1*(exp(x1*(-x1*(-x1 + log((2*x1 + exp(x1*(-x1 + cos(x1 + log(x1 + exp(x1))))))/x1)) + x1*(x1**2 + x1)*cos(2*x1 + exp(x1**2*(x1 + exp(x1**3 + exp(x1**2))) + exp(x1**2))) - x1)) + sin(x1))*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1)))/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((2*x1 + exp(x1*(-x1*(-x1 + log((2*x1 + exp(x1*(-x1 + cos(x1 + log(x1 + exp(x1**2 + exp(x1**3 + exp(x1**2))))))))/x1)) + x1*(x1 + exp(x1*(-x1*(-x1 + log((x1**2 + 2*x1)/x1)) + x1*(x1**2 + x1)*cos(2*x1 + exp(x1**2*(x1 + exp(x1**3 + exp(x1**2))) + exp(x1**2))) - x1)))*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1)))/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((2*x1 + exp(x1*(-x1*(-x1 + log(2)) + x1*(x1 + exp(x1*(-x1*(-x1 + log((2*x1 + exp(x1*(-x1 + cos(x1 + log(x1 + exp(x1**2 + exp(x1**3 + exp(x1**2))))))))/x1)) + x1*(x1**2 + x1)*cos(2*x1 + exp(x1**2*(x1 + exp(x1**3 + exp(x1**2))) + exp(x1**2))) - x1)))*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1)))/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((2*x1 + exp(x1*(x1*(x1**2*log((2*x1 + exp(x1*(x1**2*(x1 + 1)*cos(2*x1 + exp(x1**2*(x1 + exp(x1**3 + exp(x1**2))) + exp(x1**2))) - x1)))/x1) + x1**2)*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1)))/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((2*x1 + exp(x1*(-x1*(-x1 + log((x1 + exp(x1*(-x1 + cos(x1 + log(x1 + exp(x1**2 + exp(exp(x1**2))))))) + cos(x1))/x1**3)) + x1*(x1**2 + x1)*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1)))/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((2*x1 + exp(x1*(x1*(x1**2 + x1)*cos(2*x1 + exp(x1**3 + exp(x1**2))) - log((x1 + exp(x1*(-x1 + cos(x1 + log(x1 + 1)))) + cos(x1))/x1**3))))/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((x1*exp(x1**2*(x1*exp(x1**2)*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1)) + 2*x1)/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((2*x1 + exp(x1*(-x1*(-x1 + log((x1 + exp(x1*(-x1 + 1/x1)))/x1**2)) + x1*(x1**2 + x1)*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1)))/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((2*x1 + exp(x1*(-x1*(-x1 + log((x1 + exp(x1*(1 - x1)))/x1**2)) + x1*(x1**2 + x1)*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1)))/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((2*x1 + exp(x1**2*(x1*(x1**4 + x1) + x1*sin(x1))*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1))/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((2*x1 + exp(x1**2*(x1*(x1**3 + x1) + x1*sin(x1))*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1))/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((x1*exp(x1**2*(x1*(x1**2 + x1)*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1)) + 2*x1)/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((x1*exp(x1**2*(2*x1**2*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1)) + 2*x1)/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((2*x1 + exp(x1*(x1**3*exp(x1)*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1)))/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((2*x1 + exp(x1**3*exp(x1)*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1))/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((2*x1 + exp(x1**2*(x1**2 + x1)*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1))/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((2*x1 + exp(x1*(x1**2 + x1)*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1))/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((x1*exp(x1*(x1*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1)) + 2*x1)/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((2*x1 + exp(x1**2*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1))/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((2*x1 + exp(x1*cos(2*x1 + exp(x1**3 + exp(x1**2))) - x1))/x1) + x1) + x1],0,99.0
0,[x1*(x1**2*log((2*x1 + exp(x1*(-x1 + cos(x1 + exp(x1**3 + exp(x1**2))))))/x1) + x1) + x1],0,99.0
0,[x1*(x1**3*(x1 + exp(2*x1**2*(x1*(1 - 2*x1) - x1) + x1)) + x1) + x1],99,99.0
0,[2*x1**3 + x1**2*exp(-3*x1 + sin(2*x1*(x1**2 + x1))) + x1],99,99.0
0,[x1*(x1*(x1**3*(x1 - sin(2*x1))*(2*x1**2 - x1)*cos(x1) + x1) + x1) + x1],99,99.0
0,[x1*(x1**2 + x1) + x1*cos((-x1**3*(x1**2 + x1)*exp(x1**2) + x1)*log(x1))],99,99.0
0,[x1*(x1**4/(x1**2*exp(sin(x1)) + sin(x1)) + exp(x1))],99,99.0
0,[x1**2*(x1 + x1/sin(x1)) + sin(x1)],99,99.0
0,[x1*(x1**2 + x1 + cos(x1**2 - x1))],99,99.0
0,[x1*(x1**2 + x1) + x1],99,99.0
0,[3*x1**2],99,99.0
0,[x1**2 + x1],99,99.0
0,[x1**2*(x1 + exp(x1**3*(x1**4/(x1 + exp(x1**7*(x1 + exp(x1**4*sin(3*x1)))*sin(2*x1 + (2*x1 + 2*x1/log(x1))/x1))) - x1 + sin(x1))*sin(2*x1 + 2/log(x1)))) + x1],0,99.0
0,[x1**2*(x1 + exp(x1**8*sin(2*x1 + (2*x1 + 2/log(x1))/x1)/(x1*(x1 + exp(x1**4*(x1 + exp(x1))*sin(2*x1 + (2*x1 + 2*x1/log(x1))/x1)*cos(x1**2))) + x1))) + x1],0,99.0
0,[x1**2*(x1 + exp(x1**8*sin(2*x1 + (2*x1 + 2/log(x1))/x1)/(x1*(x1 + exp(x1**4*exp(x1*cos(x1**2))*sin(2*x1 + (2*x1 + 2*x1/log(x1))/x1))) + x1))) + x1],0,99.0
0,[x1**2*(x1 + exp(x1**7*sin(2*x1 + (2*x1 + 2/log(x1))/x1)/(x1 + exp(x1**2*(sin(x1) - sin(x1**2) + 1)*sin(2*x1 + (2*x1 + 2*x1/log(x1))/x1))))) + x1],0,99.0
0,[x1**2*(x1 + exp(x1**8*sin(2*x1 + (2*x1 + 2/log(x1))/x1)/(x1*(x1 + exp(x1**3*sin(2*x1 + (2*x1 + 2*x1/log(x1))/x1))) + x1))) + x1],0,99.0
0,[x1**2*(x1 + exp(x1**10*sin(x1)*sin(2*x1 + (2*x1 + 2/log(x1))/x1)*cos(x1**2))) + x1],0,99.0
0,[x1**2*(x1 + exp(x1**8*sin(2*x1 + (2*x1 + 2/log(x1))/x1)/(x1*(x1 + sin(x1)) + x1))) + x1],0,99.0
0,[x1**2*(x1 + exp(x1**7*sin(2*x1 + (2*x1 + 2/log(x1))/x1)/(2*x1 + sin(x1)))) + x1],0,99.0
0,[x1**2*(x1 + exp(x1**3*(x1**5 - x1 + cos(x1))*sin(2*x1 + (2*x1 + 2/log(x1))/x1))) + x1],0,99.0
0,[x1**2*(x1 + exp(x1**3*(x1**4 - x1 + cos(x1))*sin(2*x1 + (2*x1 + 2/log(x1))/x1))) + x1],0,99.0
0,[x1*(x1**6*sin(2*x1**3)*sin(x1**2*(x1 + 1)) - x1*(x1**3*(x1*log(x1**2) + x1) - x1) + x1) + x1],99,99.0
0,[x1*(x1 + (x1**2*(x1**11*(-x1 + sin(2*x1**2))*(-x1**2 + x1*(x1*(x1**3 + 2*x1) + x1)) + x1) + x1)/x1)],99,99.0
0,[x1**2*(x1**5*(x1**2*(x1**2*sin(2*x1**3) - 2*x1 + log(x1)*sin(x1**2)) + x1)*exp(x1) + x1) + x1**2 + x1],99,99.0
0,[x1**2*(x1**4*(x1**2*(x1**2*sin(2*x1**3) - 2*x1 + log(x1)*sin(x1**2)) + x1)*exp(x1) + x1) + x1**2 + x1],99,99.0
0,[x1**2*(x1 + (2*x1**14*(x1*(-2*x1 + sin(2*x1)) + x1) + x1)/x1) + x1],99,99.0
0,[x1**2*(x1 + (2*x1**13*(x1*(-2*x1 + sin(2*x1)) + x1) + x1)/x1) + x1],99,99.0
0,[x1*(-x1**11 + x1*(x1*sin(x1**7) + x1) + x1) + x1],99,99.0
0,[x1*(x1*sin(x1**7*(x1**2/(2*x1 + exp(x1)) + x1) + x1) + x1) + x1],99,99.0
0,[x1*(-x1**10 + x1*(x1*sin(x1**6) + x1) + x1) + x1],99,99.0
0,[x1*(sin(x1) + sin(x1**2*(x1**7 + x1))/x1) + x1],99,99.0
0,[x1*(-x1**10 + x1*(x1**5 + x1) + x1) + sin(x1)],99,99.0
0,[x1*(-x1**8 + x1*(x1 + sin(x1**6)) + x1) + x1],99,99.0
0,[x1*(x1*sin(x1**3*(x1*(x1**5 - x1) + x1) + x1) + x1) + x1],99,99.0
0,[x1*(x1*sin(x1**5*(x1*(x1**2 - x1) + x1) + x1) + x1) + x1],99,99.0
0,[x1*(x1*sin(x1**7 + x1) + x1) + x1],99,99.0
0,[x1*(x1*sin(x1**6 + x1) + x1) + x1],99,99.0
0,[x1*(x1**3 + sin(x1**3 + x1)) + x1],99,99.0
0,[x1*exp(sin(x1))*sin(x1) + x1],99,99.0
0,[x1*(2*x1 + exp(x1**2 - x1))],99,99.0
0,[x1*(x1**2 + x1) + x1],99,99.0
0,[2*x1**2 + x1],99,99.0
0,[x1**2 + x1],99,99.0
0,[x1*(x1*(-x1**3*(x1**4*sin(x1**4*(x1**2 + 1)*log(x1**3)) + x1)*sin(x1**4*(-2*x1 + 2*log(x1**3))*(x1**2 - x1))*sin(2*x1**3*log(x1**3) - x1**2*(x1*(x1 + exp(x1*exp(x1**2*(2*x1**2 - x1) + x1))) - x1)) + x1) + x1) + x1],0,99.0
0,[x1*(x1*(-x1**3*(x1**4*sin(x1**4) + x1)*sin(x1**4*(-2*x1 + 2*log(x1**3))*(x1**2 - x1))*sin(2*x1**3*log(x1**3) - x1**2*(x1*(x1 + exp(x1*exp(x1**2*(2*x1**2 - x1) + x1))) - x1)) + x1) + x1) + x1],0,99.0
0,[x1*(x1*(-x1**3*(x1**4 + x1)*sin(2*x1**5*(x1**2 - x1)*log(x1**3))*sin(2*x1**3*log(x1**3) - x1**2*(x1*(x1 + exp(x1*exp(x1**2*(2*x1**2 - x1) + x1))) - x1)) + x1) + x1) + x1],0,99.0
0,[x1*(x1*(-2*x1**3*sin(2*x1**5*(x1**2 - x1)*log(x1**3))*sin(x1**3*log(x1**3) - x1**2*(x1*(x1 + exp(x1*exp(x1**2*(2*x1**2 - x1) + x1))) - x1)) + x1) + x1) + x1],0,99.0
0,[x1*(x1*(-x1**3*sin(2*x1**5*(x1**2 - x1)*log(x1**3))*sin(2*x1**3*log(x1**2) - x1**2*(x1*(x1 + exp(x1*exp(x1**2*(2*x1**2 - x1) + x1))) - x1)) + x1) + x1) + x1],0,99.0
0,[x1*(x1*(x1**3*sin(2*x1**5*(x1**2 - x1)*log(x1**3))*sin(x1**2*(x1*(x1 + exp(x1*exp(x1**2*(2*x1**2 - x1) + x1))) - x1) - x1**2*log(x1**3)) + x1) + x1) + x1],0,99.0
0,[x1*(x1*(x1**3*sin(x1**2*(x1*(x1 + exp(x1*exp(x1**2*(2*x1**2 - x1) + x1))) - x1))*sin(2*x1**5*(x1**2 - x1)*log(x1**3)) + x1) + x1) + x1],0,99.0
0,[x1*(x1*(x1**3*sin(x1**2*(x1*(x1 + exp(x1*exp(x1**2*(2*x1**2 - x1) + x1))) - x1))*sin(2*x1**3*(x1**2 - x1)*log(x1**3)) + x1) + x1) + x1],0,99.0
0,[x1*(x1*(x1**2*(x1*(x1**2*(x1**2*(x1**2 + x1)*(x1**3*(x1**2 + x1) - x1) - x1) - x1) + x1)*log(x1) + x1) + x1) + x1],99,99.0
0,[x1*(x1*(x1**2*(x1*(x1**2*(x1**2*(x1**3 + x1)*(x1**3*(x1**2 + x1) - x1) - x1) - x1) + x1)*log(x1) + x1) + x1) + x1],99,99.0
0,[x1*(x1*(x1**2*(x1*(x1**2*(2*x1**2*(x1**3*(x1**2 + x1) - x1) - x1) - x1) + x1)*log(x1) + x1) + x1) + x1],99,99.0
0,[x1*(x1 - exp(x1*(-x1**5*(-x1**2 + 3*x1) - x1))) + 2*x1],0,99.0
0,[x1*(x1*sin(x1**6*(-x1**2*log(x1*(x1**2 + x1)) + x1) + x1) + x1) + x1],99,99.0
0,[x1*(x1*sin(x1**6*(-x1*log(x1*(x1**2 + x1)) + x1) + x1) + x1) + x1],99,99.0
0,[x1*(x1 + sin(x1*log(x1 + exp(x1**3)))) + x1],0,99.0
0,[x1*(x1*(x1*(-x1 + sin(x1))*log(x1) + x1) + x1) + x1],99,99.0
0,[x1*(-x1*(-x1 + (-x1 + sin(x1))*(-x1**2 + x1)) + x1) + x1],99,99.0
0,[x1*(x1*sin(x1) + 2*x1 - sin(x1)) + x1],99,99.0
0,[x1*(x1**2 + x1) + x1],99,99.0
0,[2*x1**2 + x1],99,99.0
0,[x1**2 + x1],99,99.0
0,[x1*(x1**2 + x1) + x1],99,99.0
0,[2*x1**2 + x1],99,99.0
0,[x1**2 + x1],99,99.0
0,[x1*(x1*(-x1 + exp(x1**2*sin(x1**5*exp(4*x1**7)*exp(x1**5*exp(4*x1**7)) + x1**2)))*log(x1**5*(x1 + (x1 + exp(x1**3))*log(x1))*(x1*exp(x1**3) + x1) + x1 + exp(x1**2*sin(x1**2*exp(x1**5*exp(x1**6)) + x1))) + x1) + x1],0,99.0
0,[x1*(x1*(-x1 + exp(x1**2*sin(x1**5*exp(4*x1**7)*exp(x1**5*exp(4*x1**7)) + x1**2)))*log(x1**5*(x1*exp(x1**3) + x1)*(x1*exp(x1**3)*log(x1) + x1) + x1 + exp(x1**2*sin(x1*exp(4*x1**8)))) + x1) + x1],0,99.0
0,[(2*x1 + sin(exp(x1**5*exp(2*x1**7))))*(x1**6*(x1**2 + x1*cos(x1**5*(3*x1*exp(exp(x1**2)) + x1)*exp(x1**2*exp(x1))))*cos(x1**6*exp(x1)*exp(x1**2)) + x1)],0,99.0
0,[x1*(x1**5*(2*x1*exp(x1*cos(x1*(x1**6*exp(x1**2*exp(x1**2 + x1)) + x1))) - x1)*cos(x1**2*log(x1**5*exp(x1)*exp(x1**2*exp(x1**2*(x1**2 + x1))))) + exp(x1))],0,99.0
0,[x1*(x1**6*(-x1 + (x1**2 + x1)*exp(x1*cos(x1*(x1**6*exp(x1**2*exp(x1**2 + x1)) + x1))))*cos(x1**2*log(x1**5*exp(x1)*exp(x1**2*exp(x1**2*(x1**2 + x1))))) + exp(x1))],0,99.0
0,[x1*(x1**7*exp(x1*cos(x1*(x1**6*exp(x1**2*exp(x1**2 + x1)) + x1)))*cos(x1**2*log(x1**5*exp(x1)*exp(x1**2*exp(x1**2*(x1**2 + x1))))) + exp(x1))],0,99.0
0,[x1*(x1**7*exp(x1*cos(x1*(x1**6*exp(x1**2*exp(x1**2 + x1)) + x1)))*cos(x1**2*log(x1**4*exp(x1)*exp(x1**2*exp(x1**2*(x1**2 + x1))))) + exp(x1))],0,99.0
0,[x1*(x1**7*exp(x1*cos(x1*(x1**6*exp(x1**2*exp(x1**2 + x1)) + x1)))*cos(x1**2*log(x1**3*exp(x1)*exp(x1**2*exp(x1**2*(x1**2 + x1))))) + exp(x1))],0,99.0
0,[x1*(x1**2*exp(x1*cos(x1*(x1**6*exp(x1**2*exp(x1**2 + x1)) + x1)))*cos(x1**2*log(x1**5*exp(x1)*exp(x1**2*exp(x1**2*(x1**2 + x1))))) + exp(x1))],0,99.0
