seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_multiply,error_node_overflow,error_node_invalid,error_node_divide,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.773790978413633,0.08546189502971356,0.08546189502971356,False,[x1**2*(x1 + sin(x1 + exp(x1*(-x1*exp(x1) - x1 + exp(x1*(x1**2*(x1**3*exp(-x1**2*(x1**2*log(x1**4) + x1*(-x1*exp(x1**3) - x1 + exp(x1*(x1*(x1**3 - x1) - x1))) + 2*x1)) - x1) - x1))) + x1))) + x1],"add,div,mul,mul,mul,add,sin,add,exp,add,mul,sub,exp,mul,sub,mul,sub,mul,div,mul,x1,x1,exp,mul,mul,add,add,mul,mul,div,mul,log,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,add,mul,sub,exp,mul,sub,mul,sub,mul,div,mul,add,mul,div,x1,x1,x1,sub,x1,x1,x1,x1,mul,x1,x1,x1,x1,x1,x1,add,mul,exp,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,sub,add,x1,x1,x1,x1,x1,mul,x1,x1,x1,div,mul,x1,x1,x1,add,mul,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",100909,96238,8976,25,92091,88765,16438,8854,247,2006971,962144,472.18827986717224
