seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_true_divide,error_exp,error_multiply,error_node_invalid,error_node_divide,error_node_underflow,error_node_overflow,n_epochs,n_samples,n_cached,t
0,0.6647595205218383,0.254321908777416,0.254321908777416,False,[x1*(2*x1 + (x1*cos(x1 + exp(x1*exp(x1**2))) + 1)*(x1**2*(x1 + cos(x1 + x1*exp(-x1) + exp(x1*exp(x1**2)))) - x1) + 1)],"mul,x1,sub,add,add,add,add,mul,mul,sub,mul,mul,add,add,sub,cos,add,add,exp,mul,x1,exp,mul,x1,x1,x1,div,x1,exp,x1,x1,x1,x1,x1,x1,x1,add,mul,mul,sub,div,mul,add,add,sub,cos,add,exp,mul,x1,exp,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,div,x1,x1,div,x1,x1,div,x1,x1,x1,x1,x1,div,x1,x1,x1",81004,5982,33318,4,73705,13281,5306,28016,247,2006838,1138880,574.9686267375946
