seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_overflow,error_node_underflow,error_node_divide,n_epochs,n_samples,n_cached,t
0,0.5458141459388732,0.6924328019057727,0.6924328019057727,False,[x1*(-x1**2*log(sin(exp(x1)))*cos((-x1**2/log(x1) + x1)/x1) - x1**2*log(sin(exp(x1)))*cos((x1*(x1*(x1 - exp(2*x1)) - x1)/log(x1) + x1)/x1) - x1*log(x1)*log(2*x1)*cos(1) + 2*x1 + sin(exp(x1)))],"mul,add,sin,exp,x1,add,sub,sub,x1,mul,mul,log,sin,exp,x1,mul,cos,div,add,x1,div,mul,x1,sub,mul,sub,x1,x1,x1,x1,log,x1,x1,x1,x1,mul,mul,log,add,x1,x1,mul,cos,div,div,mul,x1,sub,mul,sub,x1,x1,x1,x1,x1,x1,x1,log,x1,sub,x1,mul,mul,log,sin,exp,x1,mul,cos,div,add,x1,div,mul,x1,sub,mul,sub,x1,exp,add,x1,x1,x1,x1,log,x1,x1,x1,x1,x1",159770,57364,14644,3,141788,39916,17451,32626,247,2007092,1107887,527.3049793243408
