seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_underflow,error_node_divide,error_node_overflow,n_epochs,n_samples,n_cached,t
0,0.8793206735445823,0.018835241258110594,0.018835241258110594,False,[x1*(x1*(x1**5*(-x1**2 + x1)*(x1**15*(x1 + exp(x1**2))*(exp(x1) + cos(x1))*exp(x1) + x1)*sin(x1**(-9))*sin(2*x1**12*exp(x1)) + x1) + x1) + x1],"add,mul,add,mul,add,div,mul,mul,mul,mul,mul,mul,mul,mul,mul,sub,x1,mul,x1,x1,x1,add,x1,mul,mul,mul,mul,mul,mul,mul,mul,mul,add,exp,x1,cos,x1,x1,x1,x1,mul,mul,mul,mul,mul,mul,mul,x1,x1,x1,x1,x1,x1,mul,x1,add,exp,mul,x1,x1,x1,x1,x1,x1,x1,x1,exp,x1,x1,x1,x1,x1,sin,mul,mul,mul,div,mul,x1,x1,mul,x1,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,div,x1,x1,x1,sin,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,x1,x1,x1,x1,add,x1,x1,x1,x1,x1,x1,exp,x1,x1,x1,x1,div,x1,x1,x1,x1,x1,x1,x1,x1",43548,5304,6083,3,37415,1322,12216,3985,247,2007047,1024276,554.6848680973053
