seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_multiply,error_node_overflow,error_node_invalid,error_node_divide,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.671123940281749,0.24013698773809802,0.24013698773809802,False,[x1*(x1*sin(x1*(x1*(x1**2*(x1**3*(x1*(x1**5*(x1**4*(x1**2*(x1*exp(4*x1**2 + x1) + 2*x1) + x1)*(x1*(x1**5*(x1**3*(x1**2*(x1*exp(4*x1**2 + x1) + 2*x1) + x1) + x1) - x1) + x1 + 1) + x1) - x1) + 2*x1) + exp(x1)) - x1) + x1)) + exp(x1))],"mul,add,exp,x1,mul,sin,mul,add,mul,sub,mul,mul,add,mul,mul,mul,add,add,mul,sub,mul,mul,mul,mul,mul,add,mul,mul,mul,add,mul,mul,add,add,mul,exp,add,mul,add,add,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,mul,add,add,mul,sub,mul,mul,mul,mul,mul,add,mul,mul,mul,add,mul,mul,add,add,mul,exp,add,mul,add,add,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,div,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1",34532,139502,8342,22,27763,129650,18191,6794,247,2007142,1133663,559.3804216384888
