seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_true_divide,error_log,error_exp,error_node_invalid,error_node_divide,error_node_overflow,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.624149568692329,0.3626208373652338,0.3626208373652338,False,[x1**2*(log((2*x1 + exp(x1**4*(x1 + sin(x1 + (x1**2*exp((x1*(2*x1 + exp(x1)) - x1)/x1) + x1)/x1)/x1**3)) + cos(log(x1)) + 1)/x1**2) + 1)],"mul,mul,add,log,div,mul,div,add,cos,log,x1,add,add,add,exp,mul,mul,x1,x1,mul,mul,add,div,div,sin,add,div,add,div,mul,mul,mul,exp,div,sub,mul,add,add,mul,div,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,x1,x1,x1,x1,x1,x1,x1,x1,mul,div,x1,x1,div,x1,x1,x1,x1,mul,x1,x1,div,x1,x1,x1,x1",8494,100708,62856,92843,16358,54358,8499,246,2000427,981890,495.2269275188446
