seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_divide,error_node_underflow,error_node_overflow,n_epochs,n_samples,n_cached,t
0,0.566180209622031,0.5870963097301888,0.5870963097301888,False,[x1*(x1**2/(-x1 + exp((x1 + (x1 + 1)*exp(sin(x1 + log(x1 + (x1 + exp(exp(x1*exp(x1) + x1)))/x1))))*exp(sin(x1 + log(x1 + (x1 + exp(exp(x1*exp(x1**3) + x1)))/x1))))) + exp(x1))],"mul,add,exp,x1,mul,div,x1,sub,exp,mul,add,x1,mul,add,div,x1,x1,x1,exp,sin,add,x1,log,add,div,add,exp,exp,add,mul,exp,x1,x1,x1,x1,x1,x1,exp,sin,add,x1,log,add,div,add,exp,exp,add,mul,add,sub,exp,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",108177,128778,8402,2,99221,17355,15963,112820,247,2007343,994746,499.2053952217102
