seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_node_invalid,error_node_overflow,error_node_divide,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.8971681196908393,0.013137353574728481,0.013137353574728481,False,[sin(x4*exp(-x3*exp(-x1*exp(x1)/x2**2) - x5 + exp(x1 + x3*log(x4) - x3*exp(-exp(x1)/x2) - x5)))],"sin,exp,add,sub,sub,log,x4,div,x3,exp,div,exp,x1,mul,div,x2,x1,x2,x5,exp,add,sub,sub,mul,log,x4,x3,div,x3,exp,div,exp,x1,x2,x5,x1",167905,40657,7141,159124,30983,15917,9679,247,2006657,1277987,696.9777550697327
