seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_node_overflow,error_node_invalid,error_node_divide,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.5649854552496614,0.5928338870092369,0.5928338870092369,False,[x1*(x1 + exp(x1*sin((x1 + exp(exp(exp(x1)))/x1**2)*log(x1)) - cos(x1))) + x1],"add,mul,add,exp,sub,mul,x1,sin,mul,add,div,div,exp,exp,exp,x1,x1,x1,x1,log,x1,cos,x1,x1,x1,x1",129350,121447,11141,110613,109439,23149,18737,247,2007422,991350,488.60879039764404
