seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_divide,error_node_invalid,error_node_overflow,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.6627356510871801,0.25897640890382184,0.25897640890382184,False,[x1*(x1**4*(x1**5*sin(x1/log(x1)) + x1) + x1*(x1**5*sin(x1**2/log(x1)) + x1**2 + x1) + 5*x1)*exp(-x1)],"mul,exp,sub,log,add,add,div,mul,add,add,add,add,mul,mul,mul,mul,add,mul,mul,mul,mul,mul,sin,div,div,x1,x1,div,log,mul,x1,div,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,add,mul,x1,x1,add,mul,mul,mul,mul,mul,sin,div,x1,div,log,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",90499,24844,6085,1,14248,82332,19784,5065,247,2007450,1088205,569.3396220207214
