seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_true_divide,error_log,error_node_overflow,error_node_divide,error_node_invalid,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.9999999999999998,7.573950005137769e-32,7.573950005137769e-32,True,[x1*(x1**2 + x1) + x1],"add,mul,add,x1,mul,x1,mul,div,x1,x1,x1,x1,x1",170,51,491,124,106,436,46,1,8029,2916,6.053738832473755
