seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_node_invalid,error_node_overflow,error_node_divide,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.8424888517196537,0.03495378975604942,0.03495378975604942,False,[exp(exp(cos(x1*(-x1 + (-x1 + (2*x1 + (-2*x1 + (-x1 + (x1**2 + 2*x1 + (x1 - exp(-x1))/x1 + exp(x1)/x1)/x1**2)/x1)/x1)/x1**2)/x1) + x1)))],"exp,exp,cos,sub,x1,add,x1,add,mul,x1,mul,div,sub,div,sub,div,div,add,add,div,sub,mul,div,sub,div,sub,div,div,add,add,div,exp,x1,x1,div,add,div,mul,div,div,div,mul,mul,mul,sub,sub,x1,div,mul,div,mul,div,div,x1,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,div,x1,x1,add,x1,add,mul,x1,mul,div,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",139890,109233,19991,133049,91594,26832,17639,247,2006015,871134,469.815678358078
