seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_multiply,error_node_underflow,error_node_invalid,error_node_divide,error_node_overflow,n_epochs,n_samples,n_cached,t
0,0.8663657561364644,0.02379211033046951,0.02379211033046951,False,[x1*(x1*(-x1**3*(x1**4*sin(x1**4*(x1**2 + 1)*log(x1**3)) + x1)*sin(x1**4*(-2*x1 + 2*log(x1**3))*(x1**2 - x1))*sin(2*x1**3*log(x1**3) - x1**2*(x1*(x1 + exp(x1*exp(x1**2*(2*x1**2 - x1) + x1))) - x1)) + x1) + x1) + x1],"add,mul,add,mul,add,mul,mul,sub,add,x1,mul,x1,mul,div,mul,sin,mul,mul,mul,sub,mul,x1,x1,x1,x1,x1,mul,mul,mul,sub,log,mul,mul,x1,x1,x1,x1,div,add,x1,x1,x1,x1,x1,mul,add,mul,mul,sub,add,x1,mul,x1,mul,div,mul,sin,mul,mul,x1,x1,mul,mul,mul,mul,log,mul,mul,x1,x1,x1,x1,div,add,mul,x1,x1,div,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,div,mul,sin,sub,mul,mul,sub,mul,add,exp,mul,exp,add,mul,mul,sub,mul,add,x1,x1,x1,x1,x1,x1,x1,x1,sub,add,x1,x1,x1,x1,x1,x1,x1,mul,mul,mul,mul,log,mul,mul,x1,x1,x1,x1,div,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",19616,94289,8068,1,5343,84784,17573,14274,247,2007098,956506,492.26853799819946
