complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success
5,0.44727761484492146,0,1,[0],"mul,sub,x1,x1,x1",1.5270729380733976,1.5270729380733976,False
6,0.4600361995177435,0,1,[2],"div,add,x1,x1,x1",1.3776702396385367,1.3776702396385367,False
7,0.4954316472843619,0,1,[log(x1**2)],"log,mul,x1,x1",1.0372239223214155,1.0372239223214155,False
8,0.5768710226634864,0,1,[x1/2],"mul,div,x1,add,x1,x1,x1",0.5380072009982192,0.5380072009982192,False
10,0.6764290672143696,0,1,[x1*sin(exp(x1))],"mul,sin,exp,x1,x1",0.22882026198743086,0.22882026198743086,False
15,0.7806453358138818,0,1,[x1/(x1*cos(x1**3) + x1)],"div,x1,add,x1,mul,cos,mul,mul,x1,x1,x1,x1",0.07895619449799933,0.07895619449799933,False
16,0.8011536830171151,0,1,[exp(log(x1)*cos(x1**2))],"exp,mul,log,x1,cos,mul,x1,x1",0.061603223182665416,0.061603223182665416,False
17,0.8140259118677668,0,1,[x1*cos(x1**2)*cos(2*x1**2)],"mul,mul,cos,mul,x1,x1,cos,mul,add,x1,x1,x1,x1",0.05219494171858872,0.05219494171858872,False
20,0.8632646732371603,0,1,[log(x1 + exp(x1*cos(2*x1**2)))],"log,add,exp,mul,cos,mul,add,x1,x1,x1,x1,x1",0.025088432492493255,0.025088432492493255,False
27,0.8862425301460447,0,1,[x1*(-sin(exp(x1)) + cos(x1))*cos(x1)/2],"div,mul,mul,mul,cos,x1,sub,cos,x1,sin,exp,x1,x1,x1,add,x1,x1",0.016476109622513585,0.016476109622513585,False
29,0.9006827347291816,0,1,[(x1**2*(-sin(exp(x1)) + cos(x1))*cos(x1) + x1)/(2*x1)],"div,add,mul,mul,mul,cos,x1,sub,cos,x1,sin,exp,x1,x1,x1,x1,add,x1,x1",0.012159223172893115,0.012159223172893115,False
33,0.9078993780067306,0,1,[exp(-log(-2*x1*sin(x1) + 3*x1)*sin(x1 - exp(x1)))],"exp,mul,sin,sub,exp,x1,x1,log,add,add,sub,x1,mul,add,x1,x1,sin,x1,x1,x1",0.010290813065082473,0.010290813065082473,False
35,0.9439239503586898,0,1,[(x1 + x1/sin(log(x1) - 1))/log(x1**6)],"div,add,x1,div,x1,sin,sub,log,x1,div,x1,x1,log,mul,mul,mul,mul,mul,x1,x1,x1,x1,x1,x1",0.0035292369030965683,0.0035292369030965683,False
37,0.9546727263613852,0,1,[(x1 + x1/sin(log(x1) - 1))/log(2*x1**6)],"div,add,x1,div,x1,sin,sub,log,x1,div,x1,x1,log,mul,mul,mul,mul,mul,add,x1,x1,x1,x1,x1,x1,x1",0.002254291971600481,0.002254291971600481,False
39,0.9546727264135578,0,1,[(x1 + x1/sin(log(x1) - 1))/log(2*x1**6 + x1)],"div,add,x1,div,x1,sin,sub,log,x1,div,x1,x1,log,add,mul,mul,mul,mul,mul,x1,x1,x1,x1,x1,add,x1,x1,x1",0.0022542919661646126,0.0022542919661646126,False
