seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_node_invalid,error_node_underflow,error_node_overflow,error_node_divide,n_epochs,n_samples,n_cached,t
0,0.6683464624786366,0.24624417198312432,0.24624417198312432,False,[x1**2*(x1*(-x1 + exp(x1*(x1 + exp(x1**2*(x1*(x1*cos(exp(x1*(x1**2*exp(x1**2*(x1*(x1**2 + x1*exp(exp(-2*x1 + exp(x1*(-x1**4 - 2*x1)))) - x1) + x1)) + x1) - x1)) - x1)*exp(x1 + exp(x1**2*(x1*exp(x1*(-x1*(x1**2 + x1*exp(exp(-2*x1 + exp(x1*(-x1**4 - 2*x1)))) - x1) + x1) + x1) - 2*x1))) - x1))))) - x1) + x1*(2*x1 + exp(x1*(-x1 - sin(x1**2*(x1*(-x1 + exp(x1)) - x1) - x1))))],"add,mul,mul,sub,mul,sub,exp,mul,add,exp,mul,mul,sub,mul,div,mul,mul,sub,mul,add,sub,cos,exp,sub,mul,add,mul,mul,exp,mul,mul,add,mul,sub,add,mul,exp,exp,sub,sub,exp,mul,sub,sub,mul,mul,mul,sub,sub,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,exp,add,exp,mul,mul,sub,sub,mul,exp,add,mul,sub,x1,mul,sub,add,mul,exp,exp,sub,sub,exp,mul,sub,sub,mul,mul,mul,sub,sub,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,add,sub,add,add,exp,mul,sub,sin,sub,x1,mul,mul,x1,div,mul,sub,mul,sub,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",109928,93850,7227,97379,8169,85683,19774,247,2006630,1075066,538.4569935798645
