seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_multiply,error_node_underflow,error_node_invalid,error_node_overflow,error_node_divide,n_epochs,n_samples,n_cached,t
0,0.6339506327782479,0.3334021848657738,0.3334021848657738,False,[x1*(x1*log(x1**2*(x1**2*(x1*cos(exp(3*x1**2*(3*x1**5*exp(x1**2) - x1))) + x1 + cos(x1)) + 2*x1*cos(exp(x1*exp(x1**5*exp(x1**2) - x1))) + x1) + 2*x1) + x1) + x1],"add,mul,add,mul,log,add,x1,add,x1,mul,mul,x1,add,add,mul,cos,exp,mul,exp,sub,mul,mul,mul,mul,mul,exp,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,add,x1,x1,x1,mul,mul,x1,add,add,mul,cos,exp,mul,mul,sub,mul,mul,mul,mul,mul,exp,mul,x1,x1,add,x1,add,x1,x1,x1,x1,x1,x1,x1,x1,add,x1,add,x1,div,mul,x1,x1,x1,x1,x1,cos,x1,x1,x1,x1,x1,x1,x1",39541,62987,8502,97,5760,56065,33902,15400,247,2007353,1129420,582.4712498188019
