-0.186,2,320,0.135,0.012,0.02,0.17
-0.185,2,320,0.135,0.012,0.02,0.17
-0.184,2,320,0.135,0.012,0.02,0.18
-0.183,2,320,0.135,0.012,0.02,0.18
-0.182,2,320,0.135,0.012,0.02,0.185
-0.181,2,320,0.135,0.012,0.02,0.17
-0.18,2,320,0.135,0.012,0.02,0.175
-0.179,2,320,0.135,0.012,0.02,0.185
-0.178,2,320,0.135,0.012,0.02,0.19
-0.177,2,320,0.135,0.012,0.02,0.19
-0.176,2,320,0.135,0.012,0.02,0.195
-0.175,2,320,0.135,0.012,0.02,0.195
-0.174,2,320,0.135,0.012,0.02,0.2
-0.173,2,320,0.135,0.012,0.02,0.195
-0.172,2,320,0.135,0.012,0.02,0.2
-0.171,2,320,0.135,0.012,0.02,0.205
-0.17,2,320,0.135,0.012,0.02,0.21
-0.169,2,320,0.135,0.012,0.02,0.21
-0.168,2,320,0.135,0.012,0.02,0.215
-0.167,2,320,0.135,0.012,0.02,0.215
-0.166,2,320,0.135,0.012,0.02,0.225
-0.165,2,320,0.135,0.012,0.02,0.23
-0.164,2,320,0.135,0.012,0.02,0.235
-0.163,2,320,0.135,0.012,0.02,0.245
-0.162,2,320,0.135,0.012,0.02,0.245
-0.161,2,320,0.135,0.012,0.02,0.25
-0.16,2,320,0.135,0.012,0.02,0.255
-0.159,2,320,0.135,0.012,0.02,0.255
-0.158,2,320,0.135,0.012,0.02,0.265
-0.157,2,320,0.135,0.012,0.02,0.285
-0.156,2,320,0.135,0.012,0.02,0.29
-0.155,2,320,0.135,0.012,0.02,0.29
-0.154,2,320,0.135,0.012,0.02,0.285
-0.153,2,320,0.135,0.012,0.02,0.3
-0.152,2,320,0.135,0.012,0.02,0.325
-0.151,2,320,0.135,0.012,0.02,0.345
-0.15,2,320,0.135,0.012,0.02,0.35
-0.149,2,320,0.135,0.012,0.02,0.355
-0.148,2,320,0.135,0.012,0.02,0.365
-0.147,2,320,0.135,0.012,0.02,0.37
-0.146,2,320,0.135,0.012,0.02,0.385
-0.145,2,320,0.135,0.012,0.02,0.385
-0.144,2,320,0.135,0.012,0.02,0.39
-0.143,2,320,0.135,0.012,0.02,0.39
-0.142,2,320,0.135,0.012,0.02,0.395
-0.141,2,320,0.135,0.012,0.02,0.415
-0.14,2,320,0.135,0.012,0.02,0.425
-0.139,2,320,0.135,0.012,0.02,0.435
-0.138,2,320,0.135,0.012,0.02,0.44
-0.137,2,320,0.135,0.012,0.02,0.45
-0.136,2,320,0.135,0.012,0.02,0.465
-0.135,2,320,0.135,0.012,0.02,0.475
-0.134,2,320,0.135,0.012,0.02,0.48
-0.133,2,320,0.135,0.012,0.02,0.485
-0.132,2,320,0.135,0.012,0.02,0.495
-0.131,2,320,0.135,0.012,0.02,0.5
-0.13,2,320,0.135,0.012,0.02,0.525
-0.129,2,320,0.135,0.012,0.02,0.53
-0.128,2,320,0.135,0.012,0.02,0.54
-0.127,2,320,0.135,0.012,0.02,0.56
-0.126,2,320,0.135,0.012,0.02,0.57
-0.125,2,320,0.135,0.012,0.02,0.58
-0.124,2,320,0.135,0.012,0.02,0.59
-0.123,2,320,0.135,0.012,0.02,0.615
-0.122,2,320,0.135,0.012,0.02,0.63
-0.121,2,320,0.135,0.012,0.02,0.635
-0.12,2,320,0.135,0.012,0.02,0.65
-0.119,2,320,0.135,0.012,0.02,0.66
-0.118,2,320,0.135,0.012,0.02,0.68
-0.117,2,320,0.135,0.012,0.02,0.685
-0.116,2,320,0.135,0.012,0.02,0.7
-0.115,2,320,0.135,0.012,0.02,0.71
-0.114,2,320,0.135,0.012,0.02,0.72
-0.113,2,320,0.135,0.012,0.02,0.735
-0.112,2,320,0.135,0.012,0.02,0.76
-0.111,2,320,0.135,0.012,0.02,0.775
-0.11,2,320,0.135,0.012,0.02,0.79
-0.109,2,320,0.135,0.012,0.02,0.81
-0.108,2,320,0.135,0.012,0.02,0.83
-0.107,2,320,0.135,0.012,0.02,0.845
-0.106,2,320,0.135,0.012,0.02,0.865
-0.105,2,320,0.135,0.012,0.02,0.875
-0.104,2,320,0.135,0.012,0.02,0.895
-0.103,2,320,0.135,0.012,0.02,0.915
-0.102,2,320,0.135,0.012,0.02,0.93
-0.101,2,320,0.135,0.012,0.02,0.945
-0.1,2,320,0.135,0.012,0.02,0.97
-0.099,2,320,0.135,0.012,0.02,0.99
-0.098,2,320,0.135,0.012,0.02,1.01
-0.097,2,320,0.135,0.012,0.02,1.04
-0.096,2,320,0.135,0.012,0.02,1.06
-0.095,2,320,0.135,0.012,0.02,1.075
-0.094,2,320,0.135,0.012,0.02,1.11
-0.093,2,320,0.135,0.012,0.02,1.125
-0.092,2,320,0.135,0.012,0.02,1.15
-0.091,2,320,0.135,0.012,0.02,1.175
-0.09,2,320,0.135,0.012,0.02,1.2
-0.089,2,320,0.135,0.012,0.02,1.225
-0.088,2,320,0.135,0.012,0.02,1.27
-0.087,2,320,0.135,0.012,0.02,1.295
-0.086,2,320,0.135,0.012,0.02,1.32
-0.085,2,320,0.135,0.012,0.02,1.34
-0.084,2,320,0.135,0.012,0.02,1.37
-0.083,2,320,0.135,0.012,0.02,1.4
-0.082,2,320,0.135,0.012,0.02,1.435
-0.081,2,320,0.135,0.012,0.02,1.46
-0.08,2,320,0.135,0.012,0.02,1.5
-0.079,2,320,0.135,0.012,0.02,1.525
-0.078,2,320,0.135,0.012,0.02,1.59
-0.077,2,320,0.135,0.012,0.02,1.635
-0.076,2,320,0.135,0.012,0.02,1.675
