seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_underflow,error_node_divide,error_node_overflow,n_epochs,n_samples,n_cached,t
0,0.6169636786826947,0.38544349511574,0.38544349511574,False,[x1*(x1**2*(x1 + sin(log(x1) + (-x1 + exp(x1**2*(x1*(x1*(x1**2 + x1) + x1) + x1) + x1))/x1)) + x1) + x1],"add,mul,add,mul,mul,add,sin,add,div,div,mul,sub,exp,add,mul,mul,add,mul,mul,div,add,mul,add,x1,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,log,x1,x1,x1,x1,x1,x1,x1",95061,37894,6400,5,88776,4692,12685,33207,247,2007369,1143331,567.3896253108978
