seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_multiply,error_node_overflow,error_node_invalid,error_node_divide,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.6041243919913369,0.42940267409717187,0.42940267409717187,False,[x1*(x1*(x1**5*sin(x1**2 + exp(x1*(x1*exp(2*x1) + x1*exp(x1) + x1) + 3*x1)) + x1) + x1) + x1],"add,mul,add,mul,x1,add,mul,mul,mul,mul,x1,mul,sin,add,exp,add,add,add,mul,add,sub,add,add,mul,exp,x1,x1,x1,mul,exp,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",88149,61300,6890,1,82976,54878,13312,5174,247,2006534,1078213,547.856588602066
