seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_underflow,error_node_divide,error_node_overflow,n_epochs,n_samples,n_cached,t
0,0.5812361458149314,0.519078627875301,0.519078627875301,False,[x1**2*(x1**6*sin(exp(2*x1**2*(x1**2*exp(x1) - x1))) + x1**5*sin(exp(x1*(x1**2*exp(exp(x1)) - x1))) + 2*x1) + x1],"sub,add,add,mul,mul,add,add,mul,mul,mul,div,mul,mul,mul,sin,exp,mul,sub,mul,mul,exp,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,add,mul,mul,mul,div,mul,mul,mul,mul,sin,exp,mul,mul,sub,mul,mul,exp,x1,x1,x1,x1,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",66477,54949,4690,358,59426,5026,11740,50282,247,2007663,1171734,635.0262796878815
