seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_node_invalid,error_node_overflow,error_node_divide,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.9999999999999998,5.623381230100351e-32,5.623381230100351e-32,True,[-x1*(x1*(1 - x1) - 2*x1 + 1) + 2*x1],"add,x1,sub,x1,mul,mul,div,sub,sub,div,x1,x1,div,mul,sub,x1,mul,sub,add,x1,x1,x1,sub,div,x1,x1,div,mul,sub,x1,mul,sub,log,log,div,div,exp,exp,mul,x1,sub,div,x1,x1,mul,add,x1,mul,sub,x1,x1,sub,x1,x1,x1,x1,x1,x1,div,sub,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",619,185,99,511,118,207,67,1,8052,5504,7.011225700378418
