seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_overflow,error_node_divide,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.6439600995673298,0.3056887275141852,0.3056887275141852,False,[x1*(x1**2*log(x1 + (x1*(x1 + cos(2*x1 + exp(exp(x1)*exp(x1**5*exp(x1**5))))) + x1*log(x1 + (x1*(x1**2*log((x1*(cos(x1 + exp(x1*exp(x1**5))) + cos(2*x1 + exp(exp(x1)*exp(x1**5)))) + x1 + 1)/x1) + cos(x1 + exp(x1*exp(x1**5)))) + 2*x1/cos(x1))/x1))/x1) + x1) + x1],"add,mul,add,mul,mul,mul,div,log,sub,add,div,add,div,mul,mul,mul,div,log,sub,add,div,add,div,mul,div,add,x1,x1,x1,x1,cos,x1,mul,add,cos,add,exp,mul,div,mul,exp,mul,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,mul,mul,div,log,sub,add,div,add,div,mul,add,div,x1,x1,x1,x1,x1,mul,add,cos,add,exp,mul,div,mul,exp,mul,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,cos,add,add,x1,exp,mul,div,mul,exp,mul,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,sub,x1,x1,x1,x1,x1,x1,x1,mul,add,cos,add,add,x1,exp,mul,div,mul,exp,mul,mul,mul,mul,x1,mul,exp,mul,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,exp,x1,x1,x1,x1,x1,x1,sub,x1,x1,x1,x1,x1,x1,x1,x1,x1",87190,57419,9375,866,78817,46721,17748,11564,246,2000573,1227048,621.0013911724091
