seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_multiply,error_node_underflow,error_node_invalid,error_node_divide,error_node_overflow,n_epochs,n_samples,n_cached,t
0,0.5548207902050416,0.6438197504446728,0.6438197504446728,False,[x1*(x1*cos(exp(x1*(x1**2*(x1**3*(x1**2 + x1) + x1) + x1))/x1) + 2*x1) + x1 + (x1**2*(x1**2*(x1 + 1/(2*x1**3*(x1**2*(x1 + 1/(2*x1**2)) + x1))) + x1) - x1)*cos(exp(x1*(x1*(x1**5*(x1**3*(x1**3 + x1) + x1) + x1)*exp(x1) + x1))/x1)],"add,add,sub,x1,x1,mul,mul,add,add,mul,cos,div,div,mul,exp,mul,add,mul,mul,add,mul,mul,mul,add,mul,mul,x1,exp,sub,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,div,x1,x1,add,mul,cos,div,div,mul,exp,mul,add,mul,mul,add,mul,mul,mul,mul,mul,add,mul,mul,mul,add,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,exp,x1,x1,x1,x1,x1,x1,x1,sub,mul,mul,add,mul,mul,add,div,div,div,x1,mul,mul,add,mul,mul,add,div,div,div,x1,x1,x1,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",41397,100480,7023,28,8305,91530,15973,33120,247,2007899,1127922,562.2350735664368
