seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_underflow,error_node_overflow,error_node_divide,n_epochs,n_samples,n_cached,t
0,0.85307803827007,0.029661691512050534,0.029661691512050534,False,[x1**2*(x1 + cos(x1*(x1**4 - x1*(x1**10*(x1 + 1)*(x1**6 - x1*(2*x1**10*(x1**6*(x1**2 + x1) - x1) - x1)) - x1) - x1))) + x1],"add,mul,mul,add,cos,add,sub,mul,sub,mul,mul,mul,div,mul,mul,div,x1,x1,x1,x1,x1,x1,x1,x1,sub,add,add,mul,sub,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,sub,mul,mul,mul,mul,mul,mul,div,x1,x1,x1,x1,x1,x1,x1,x1,sub,add,mul,sub,mul,mul,mul,mul,mul,mul,mul,mul,mul,x1,x1,mul,add,x1,x1,x1,sub,mul,mul,mul,mul,mul,mul,add,mul,sub,x1,x1,x1,x1,x1,x1,add,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,add,div,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",145971,21968,6369,3,132802,6330,15641,19538,247,2004057,1033667,528.32204246521
