seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_underflow,error_node_overflow,error_node_divide,n_epochs,n_samples,n_cached,t
0,0.7018764091569546,0.18041448214870762,0.18041448214870762,False,[x1*(x1**3*exp(-x1*(2*x1 + sin(x1*(x1**2*exp(x1**2*(x1**2*exp(x1*exp(x1)) - x1)) - x1)) + sin(x1*(x1**2*(-x1**2*(x1**3 - x1)*exp(x1) + x1)*exp(x1**2*(x1**2*exp(x1*exp(x1)) - x1)) - x1)))) + exp(x1))],"div,mul,x1,mul,add,mul,div,x1,div,exp,mul,add,sin,mul,sub,mul,mul,exp,mul,mul,sub,mul,mul,exp,mul,x1,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,add,add,sin,mul,sub,mul,mul,exp,mul,mul,sub,mul,mul,exp,mul,x1,exp,x1,x1,x1,x1,x1,x1,x1,mul,sub,x1,mul,exp,x1,mul,mul,sub,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,exp,x1,x1,x1",107799,58793,7279,3,99873,7043,51754,15204,247,2006660,1062668,542.3110601902008
