seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_node_overflow,error_node_invalid,error_node_divide,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.5736395387522722,0.5524280102425577,0.5524280102425577,False,[x1*log(2*x1 + exp(x1**6*(x1*(x1**2 + 1)*cos(x1**2*(x1 + (x1*(x1**3 + x1) + 2*x1)*(x1*(2*x1**3 + x1) + x1))) + x1)*(x1**2*log(2*x1 + exp(x1))*cos(x1*exp((x1 + (x1 - log(x1))*(x1*(2*x1**3 + x1) + 2*x1)*exp(x1)/x1)*exp(x1))) + 2*x1))) + x1],"add,mul,log,add,add,exp,mul,mul,mul,mul,add,mul,mul,mul,cos,mul,mul,add,mul,add,add,mul,add,mul,mul,x1,x1,x1,x1,x1,x1,x1,add,sub,x1,x1,add,mul,add,mul,mul,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,div,add,mul,x1,x1,div,x1,x1,x1,x1,x1,x1,mul,mul,mul,add,add,mul,mul,mul,cos,mul,exp,mul,add,mul,add,add,mul,add,mul,mul,add,x1,x1,x1,x1,x1,x1,x1,x1,div,sub,x1,log,x1,sub,div,x1,exp,x1,sub,x1,x1,x1,exp,x1,x1,x1,log,add,add,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",16528,79939,5843,12599,73248,12534,3929,246,2000400,1167998,615.0654094219208
