seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_multiply,error_node_overflow,error_node_invalid,error_node_underflow,error_node_divide,n_epochs,n_samples,n_cached,t
0,0.5793604264501211,0.5271359100591776,0.5271359100591776,False,[x1**2*(x1*(-x1 + exp(x1**16*exp(x1)*exp(x1**6*cos(x1)*cos(exp(x1**11*(x1 + log(x1))*(x1**7*(x1**4 + x1)*(x1*(-x1 + exp(x1**8*(x1**7 + exp(x1)))) + 2*x1) + x1))))*cos(x1)*cos(exp(2*x1**9*(x1**7*(x1**4 + x1) + x1))))) + 2*x1) + x1],"add,mul,sub,add,mul,add,add,mul,sub,exp,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,x1,mul,mul,mul,mul,mul,mul,exp,mul,mul,mul,mul,mul,mul,mul,x1,x1,x1,x1,x1,cos,x1,x1,cos,exp,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,add,mul,mul,mul,div,x1,mul,mul,mul,x1,x1,x1,x1,mul,x1,x1,x1,x1,log,x1,x1,x1,x1,x1,x1,x1,x1,mul,mul,add,mul,mul,mul,x1,mul,x1,x1,sub,add,mul,add,add,mul,sub,exp,mul,mul,mul,mul,mul,add,mul,mul,mul,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,exp,x1,x1,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,mul,mul,add,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,exp,x1,x1,x1,x1,x1,x1,x1,cos,x1,x1,cos,exp,mul,mul,mul,mul,mul,mul,mul,mul,mul,add,mul,mul,mul,x1,mul,x1,x1,x1,mul,mul,mul,add,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",28026,68339,6591,15,23677,61111,4364,13819,247,2006872,1226885,651.7324395179749
