0.3,0.00017,0.00000125663706,0.135,0.147,0.012,320,2
0.301,0.00017,0.00000125663706,0.135,0.147,0.012,320,2
0.302,0.00018,0.00000125663706,0.135,0.147,0.012,320,2
0.303,0.00018,0.00000125663706,0.135,0.147,0.012,320,2
0.304,0.000185,0.00000125663706,0.135,0.147,0.012,320,2
0.305,0.00017,0.00000125663706,0.135,0.147,0.012,320,2
0.306,0.000175,0.00000125663706,0.135,0.147,0.012,320,2
0.307,0.000185,0.00000125663706,0.135,0.147,0.012,320,2
0.308,0.00019,0.00000125663706,0.135,0.147,0.012,320,2
0.309,0.00019,0.00000125663706,0.135,0.147,0.012,320,2
0.31,0.000195,0.00000125663706,0.135,0.147,0.012,320,2
0.311,0.000195,0.00000125663706,0.135,0.147,0.012,320,2
0.312,0.0002,0.00000125663706,0.135,0.147,0.012,320,2
0.313,0.000195,0.00000125663706,0.135,0.147,0.012,320,2
0.314,0.0002,0.00000125663706,0.135,0.147,0.012,320,2
0.315,0.000205,0.00000125663706,0.135,0.147,0.012,320,2
0.316,0.00021,0.00000125663706,0.135,0.147,0.012,320,2
0.317,0.00021,0.00000125663706,0.135,0.147,0.012,320,2
0.318,0.000215,0.00000125663706,0.135,0.147,0.012,320,2
0.319,0.000215,0.00000125663706,0.135,0.147,0.012,320,2
0.32,0.000225,0.00000125663706,0.135,0.147,0.012,320,2
0.321,0.00023,0.00000125663706,0.135,0.147,0.012,320,2
0.322,0.000235,0.00000125663706,0.135,0.147,0.012,320,2
0.323,0.000245,0.00000125663706,0.135,0.147,0.012,320,2
0.324,0.000245,0.00000125663706,0.135,0.147,0.012,320,2
0.325,0.00025,0.00000125663706,0.135,0.147,0.012,320,2
0.326,0.000255,0.00000125663706,0.135,0.147,0.012,320,2
0.327,0.000255,0.00000125663706,0.135,0.147,0.012,320,2
0.328,0.000265,0.00000125663706,0.135,0.147,0.012,320,2
0.329,0.000285,0.00000125663706,0.135,0.147,0.012,320,2
0.33,0.00029,0.00000125663706,0.135,0.147,0.012,320,2
0.331,0.00029,0.00000125663706,0.135,0.147,0.012,320,2
0.332000000000001,0.000285,0.00000125663706,0.135,0.147,0.012,320,2
