seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_underflow,error_node_divide,error_node_overflow,n_epochs,n_samples,n_cached,t
0,0.6954317727951732,0.1918050923201345,0.1918050923201345,False,[x1*(x1**2 + x1 + exp(x1**5*(x1*(2*x1 + sin(exp(exp(x1**2*(x1**2 + x1))))) + 2*x1)*log(x1)*log(2*x1 + sin(exp(x1*(x1*(x1*log(x1) + x1 + 1) + x1) + x1)))))],"mul,x1,add,add,exp,mul,mul,mul,log,add,add,sin,exp,add,mul,add,mul,add,add,mul,log,x1,x1,div,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,mul,mul,log,x1,x1,x1,x1,mul,add,add,mul,add,add,sin,exp,exp,mul,mul,add,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,x1,x1,x1",187706,20025,6532,2,173327,6569,20911,13458,247,2006926,997780,503.2293288707733
