seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_true_divide,error_exp,error_multiply,error_node_invalid,error_node_divide,error_node_overflow,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.6173898060203333,0.38405565563309924,0.38405565563309924,False,[x1*(x1**2 + sin(x1) + (x1**2*(x1**2 + x1)*sin(x1*(exp((2*x1*log(x1) + 4*x1)/x1) + 1/(x1*exp(2*x1*exp(-x1)) - x1))) + x1)/x1)],"mul,add,add,div,add,mul,mul,sin,mul,add,mul,div,exp,mul,div,div,add,add,add,add,x1,x1,x1,mul,add,x1,x1,log,x1,x1,x1,x1,x1,x1,x1,div,x1,mul,mul,div,sub,exp,mul,div,log,div,mul,mul,exp,div,add,x1,x1,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,add,mul,x1,x1,x1,x1,x1,x1,sin,x1,mul,x1,x1,x1",97136,7916,99057,9,89694,15355,88602,10467,247,2006600,1127994,550.848258972168
