seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_divide,error_node_underflow,error_node_overflow,n_epochs,n_samples,n_cached,t
0,0.5490136586456474,0.6747773238860986,0.6747773238860986,False,[x1*(-x1**3*sin(2*x1 + exp(x1**3*(x1*(x1 + (3*x1 + (x1**3 + x1)*(x1*(x1**2*(x1**2*(x1**2 + 2*x1 - 1) + 2*x1) + x1) + x1))/x1) + x1))) + 2*x1 + log(2*x1 + cos(x1*log(x1*(x1**4*(x1*(x1**2*(x1**2*(x1**2 + 2*x1 - 1) + 2*x1) + x1) + x1) + 3*x1)))))],"mul,x1,add,sub,log,add,add,cos,mul,x1,log,mul,x1,add,add,add,mul,mul,mul,mul,add,mul,add,mul,mul,add,add,mul,mul,add,add,x1,sub,mul,x1,x1,div,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,sub,mul,mul,sin,add,add,exp,mul,mul,mul,add,mul,div,mul,add,div,add,add,add,mul,add,mul,add,mul,mul,add,add,mul,mul,add,add,x1,sub,mul,x1,x1,div,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,add,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,x1,x1,x1,x1",106067,50144,6963,2,99398,13630,8878,41270,247,2007857,1040075,526.6232931613922
