seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_true_divide,error_exp,error_multiply,error_node_divide,error_node_invalid,error_node_underflow,error_node_overflow,n_epochs,n_samples,n_cached,t
0,0.6413880653478689,0.3126134998961764,0.3126134998961764,False,[(x1 + 4*x2 + log(x2**2))/(x2*log(sin(log(2*x2 + (x1*(-x1 + x2) + x2)/x2)/x2)))],"div,add,add,add,add,add,log,mul,x2,x2,x2,x1,x2,x2,x2,mul,log,sin,div,mul,log,add,x2,add,div,add,mul,sub,x2,x1,x1,x2,x2,x2,x2,mul,x2,x2,x2",236549,123178,70452,25,217771,141956,4916,65561,247,2005946,1168495,502.00174164772034
