seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_underflow,error_node_overflow,error_node_divide,n_epochs,n_samples,n_cached,t
0,0.6207808413070502,0.3731676009230021,0.3731676009230021,False,[x1*(2*x1 + log(x1**4 + 2*x1 + cos(x1**2*(x1*(x1 + exp(x1**14*(x1**2*(2*x1**10*(x1**2 + x1) - 3*x1**2 + 3*x1) + x1)*log(x1**2*(x1**4 + 3*x1)) + x1)) - x1))))],"mul,x1,add,add,log,add,add,cos,mul,mul,sub,mul,add,exp,add,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,sub,add,mul,mul,x1,log,mul,mul,add,add,add,x1,x1,x1,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,div,mul,mul,mul,mul,add,mul,mul,add,add,sub,add,mul,mul,mul,mul,mul,mul,mul,mul,add,sub,mul,mul,x1,x1,x1,x1,x1,add,x1,x1,x1,x1,x1,x1,x1,add,mul,x1,x1,x1,x1,x1,mul,add,add,add,x1,x1,x1,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,sub,x1,x1,x1,x1,x1,x1,div,mul,mul,mul,mul,add,mul,mul,add,add,sub,add,mul,mul,mul,mul,mul,mul,mul,mul,add,sub,mul,mul,x1,x1,x1,x1,x1,add,x1,x1,log,x1,x1,x1,x1,x1,add,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,add,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1",79992,28972,6399,2,72164,4855,24132,14214,247,2007273,1111831,572.775633096695
