Complexity,Loss,Equation
1,0.8854512,"x0"
2,0.7738301,"exp(x0)"
3,0.29393175,"(x0 * 2.3619905)"
4,0.24025668,"(exp(x0) * x0)"
5,0.22717898,"((3.0178716 ^ x0) * x0)"
6,0.22708978,"(x0 / sin(0.34229758 ^ x0))"
7,0.22596908,"((x0 ^ (x0 - -1.2776463)) * 3.045986)"
8,0.2258206,"((exp(x0 ^ 1.6234392) + 0.37940344) * x0)"
9,0.22575589,"((((x0 * 2.4428606) ^ x0) + 0.65808356) * x0)"
10,0.22562829,"((((exp(x0) - 1.1381476) * x0) - -1.5043626) * x0)"
11,0.2254963,"((x0 ^ ((exp(x0) ^ cos(x0)) * 1.1758282)) * 3.045986)"
12,0.2240129,"(((exp(x0) - cos(sin(-1.9386973 / x0))) * x0) + x0)"
13,0.22169618,"(((exp(x0) - cos(sin(sin(x0) / 0.05605368))) * x0) + x0)"
14,0.22067131,"(((exp(x0) - cos(sin(sin(sin(x0) / 0.05605368)))) * x0) + x0)"
15,0.21954,"(((exp(x0 ^ 1.1845679) - cos(sin(sin(x0) / 0.05605368))) * x0) + x0)"
16,0.21848515,"(((exp(x0) - cos(sin(sin(x0) / 0.05605368) - -0.12155558)) * x0) + sin(x0))"
17,0.218485,"(((exp(x0) - cos(sin(sin(x0) / 0.05605368) - sin(-0.12155558))) * x0) + sin(x0))"
18,0.21829316,"(((exp(x0 ^ 1.0878751) - cos(sin(sin(x0) / 0.05605368) - -0.12881465)) * x0) + sin(x0))"
20,0.21827766,"(((exp(x0 ^ (1.0985262 - 0.03051336)) - cos(sin(sin(x0) / 0.05605368) - -0.12881465)) * x0) + sin(x0))"
