Complexity,Loss,Equation
1,0.71958685,"x0"
2,0.58595616,"exp(x0)"
3,0.10791934,"(x0 / 0.42328984)"
4,0.05220653,"(x0 * exp(x0))"
5,0.035649862,"((3.0572305 ^ x0) * x0)"
6,0.03493286,"((cos(x0) * -6.25881) + 6.3518014)"
9,0.03488056,"((((x0 * 2.7015986) - -0.22561292) * x0) + 0.07204564)"
11,0.034694303,"((exp(0.86850107 ^ cos(2.2390854 / x0)) ^ x0) * x0)"
13,0.034686126,"(((exp(0.8699355 ^ cos(2.2390854 / x0)) ^ x0) * x0) + 0.0033487286)"
14,0.034659557,"((exp(0.86850107 ^ sin(cos(-2.2511182 / x0) / x0)) ^ x0) * x0)"
15,0.03462911,"((exp(0.8551708 ^ sin(sin(cos(2.313096 / x0) / x0))) ^ x0) * x0)"
16,0.034626093,"((exp(0.8703879 ^ sin(cos((-2.2422185 + -0.07283477) / x0) / x0)) ^ x0) * x0)"
17,0.03459402,"((exp(0.8551708 ^ sin(sin(cos(-2.285266 / x0)) / (x0 ^ 0.7184786))) ^ x0) * x0)"
18,0.03457697,"((exp(0.8551708 ^ (sin(cos(2.2537284 / x0)) / (x0 ^ (0.8551708 - x0)))) ^ x0) * x0)"
19,0.034569465,"((exp(0.8551708 ^ sin(sin(cos(2.2537284 / x0) / (x0 ^ (x0 * 2.2537284))))) ^ x0) * x0)"
20,0.034559183,"((exp(0.8551708 ^ sin(sin(sin(cos(-2.285266 / x0)) / x0) / (x0 ^ 0.7184786))) ^ x0) * x0)"
