Complexity,Loss,Equation
1,0.70266914,"x0"
2,0.5641794,"exp(x0)"
3,0.10089709,"(x0 * 2.3639014)"
4,0.053382024,"(exp(x0) * x0)"
5,0.038371798,"((3.042922 ^ x0) * x0)"
6,0.038089573,"(exp(x0 - -0.0947589) * x0)"
7,0.037916742,"(((2.9918857 ^ x0) * x0) + 0.02866305)"
8,0.03788137,"(((cos(x0) * -3.6349638) - -4.975392) * x0)"
9,0.037873898,"((x0 ^ ((x0 ^ 0.6175395) + 1.1029356)) * 3.025595)"
10,0.03787134,"((((sin(x0) / x0) * -10.49054) - -11.845817) * x0)"
12,0.037787378,"((2.9918857 ^ (x0 ^ cos(cos(-0.75532687 / sin(x0))))) * x0)"
13,0.037735295,"((2.9918857 ^ (x0 ^ cos(cos((x0 ^ 0.16191164) / x0)))) * x0)"
14,0.037628915,"((((2.9918857 * x0) ^ sin(x0 ^ cos(log(x0)))) - -0.55074114) * x0)"
15,0.037293132,"((2.9918857 ^ (x0 ^ cos(cos((0.5434356 + x0) / x0) + 0.49265653))) * x0)"
16,0.037253376,"((2.9918857 ^ (x0 ^ cos(cos((0.56770474 / x0) + exp(-0.081760906)) + 0.49265653))) * x0)"
17,0.03713793,"((2.9918857 ^ (x0 ^ cos(cos(((0.5434356 + x0) / x0) + x0) + 0.49265653))) * x0)"
18,0.037087,"((2.9918857 ^ (x0 ^ cos(cos(((0.5434356 + x0) / sin(x0)) + x0) + 0.49265653))) * x0)"
20,0.037086744,"((2.9918857 ^ (x0 ^ (cos(cos((0.56770474 / x0) + exp(x0 - 0.109152004)) + 0.49265653) ^ 1.0963461))) * x0)"
