Complexity,Loss,Equation
1,0.66215414,"x0"
2,0.5727014,"exp(x0)"
3,0.076476015,"(x0 * 2.3724177)"
4,0.026711995,"(exp(x0) * x0)"
5,0.012839008,"((3.031538 ^ x0) * x0)"
6,0.012541579,"(sin(x0) * (3.5236552 ^ x0))"
8,0.012472531,"(x0 * (3.6210318 ^ sin(x0 ^ 1.1263553)))"
9,0.012464475,"(((sin(x0) + 2.7936745) ^ sin(x0)) * x0)"
10,0.012457559,"((log(3.80015 ^ x0) ^ 2.3445594) + (x0 - -0.003278091))"
11,0.012354194,"(((x0 + (x0 ^ (x0 + -0.13108099))) + x0) * x0)"
12,0.012328617,"((((x0 + x0) ^ x0) + cos(sin(log(x0)))) * x0)"
13,0.012278871,"((((x0 ^ sin(x0)) + x0) + exp(sin(log(x0)))) * x0)"
14,0.0119070355,"((sin(x0) * (3.5236552 ^ x0)) + ((x0 - cos(log(x0))) * 0.058712468))"
15,0.011899937,"((sin(x0) * (3.5236552 ^ x0)) + ((x0 - cos(log(sin(x0)))) * 0.058712468))"
16,0.011879343,"((sin(x0) * (3.5236552 ^ x0)) + ((x0 - cos(log(x0) + x0)) * 0.058712468))"
17,0.011735861,"((sin(x0) * (3.5236552 ^ x0)) + ((x0 - cos((0.39250758 * 0.49272737) / x0)) * 0.058712468))"
18,0.011690996,"((sin(x0) * (3.5236552 ^ x0)) + ((x0 - sin(cos((0.39250758 * 0.49272737) / x0))) * 0.058712468))"
19,0.011689756,"((sin(x0) * (3.5236552 ^ x0)) + ((x0 - sin(cos((0.39250758 * 0.49272737) / sin(x0)))) * 0.058712468))"
20,0.011676688,"((sin(x0) * (3.5236552 ^ x0)) + ((x0 - sin(cos((0.39250758 * 0.49272737) / x0) / 0.4297354)) * 0.058712468))"
