Complexity,Loss,Equation
1,0.8380046,"x0"
2,0.70990855,"exp(x0)"
3,0.2320681,"(x0 * 2.3635795)"
4,0.18304648,"(exp(x0) * x0)"
5,0.1648014,"((3.0827048 ^ x0) * x0)"
7,0.16478133,"((3.0697916 ^ (x0 ^ 0.9771424)) * x0)"
8,0.16476,"(exp(x0) * ((x0 ^ 1.0715163) * 1.1265771))"
9,0.16473007,"((((3.009015 ^ x0) - -0.07742623) * x0) + -0.020588884)"
10,0.16470388,"((x0 ^ ((cos(x0) * x0) + 1.3517824)) * 3.033678)"
11,0.16468574,"((x0 ^ (cos(cos(x0 + x0)) + 0.93479997)) * 3.0420628)"
12,0.16424794,"(((3.0826347 ^ (0.9769793 ^ sin(x0 / -0.0004345027))) ^ x0) * x0)"
13,0.16396955,"(((3.0826347 ^ (0.9769793 ^ cos(exp(exp(exp(x0)))))) ^ x0) * x0)"
14,0.16117223,"(((3.0826347 ^ (0.93850726 ^ sin((x0 / -0.0004345027) / 1.187739))) ^ x0) * x0)"
16,0.16115993,"(((3.0826347 ^ ((0.93850726 ^ sin((x0 / -0.0004345027) / 1.187739)) ^ 1.0861516)) ^ x0) * x0)"
17,0.16083094,"(((3.0826347 ^ (0.93850726 ^ sin(x0 / sin((x0 / -0.0004345027) / 1.187739)))) ^ x0) * x0)"
18,0.16020067,"(((3.0826347 ^ (0.93850726 ^ sin(sin(x0) / sin((x0 / -0.0004345027) / 1.187739)))) ^ x0) * x0)"
