Complexity,Loss,Equation
1,1.1010467,"x0"
2,0.9237114,"exp(x0)"
3,0.4554797,"(x0 * 2.3810084)"
4,0.4012868,"(exp(x0) * x0)"
5,0.38201913,"((x0 ^ 1.7305591) * 2.9569275)"
7,0.38158306,"(((x0 + 1.3249084) * x0) ^ 1.3016194)"
8,0.3814205,"((x0 ^ (2.6416202 - cos(x0))) * 3.0481865)"
9,0.3812318,"((x0 ^ exp(cos(sin(exp(x0))))) * 3.0747788)"
10,0.3810316,"((x0 ^ exp(cos(cos(x0 ^ 2.261205)))) * 3.0600069)"
11,0.38045081,"((x0 ^ exp(cos(cos(0.13505618 / log(x0))))) * 3.0767932)"
12,0.38042495,"((x0 ^ exp(cos(cos(sin(-0.13326244 / log(x0)))))) * 3.0600069)"
13,0.38019824,"((x0 ^ exp(cos(cos(sin(-1.7779776 / x0) * x0)))) * 3.0600069)"
14,0.37798306,"((x0 ^ (2.6416202 - cos(cos(exp((2.6416202 - x0) * 3.0481865))))) * 3.0481865)"
15,0.37752777,"((x0 ^ (2.3678825 - sin(cos(cos(exp((2.6416202 - x0) * 3.0481865)))))) * 2.9337366)"
16,0.3770446,"((x0 ^ (2.3678825 - (cos(cos(exp((2.6416202 - x0) * 3.0481865))) * 0.8435146))) * 2.9337366)"
18,0.37678206,"((x0 ^ (2.6416202 - (cos(cos(exp((2.6416202 - x0) * 3.0481865)) / -0.9415724) ^ x0))) * 3.0481865)"
19,0.3764245,"((x0 ^ (2.6416202 - (cos(cos(exp((2.6416202 - x0) * 3.0481865)) / sin(-0.9415724)) ^ x0))) * 3.0481865)"
20,0.3763283,"((x0 ^ (2.6416202 - (cos(cos(exp((2.6416202 - x0) * 3.0481865) + -0.121966004) / -0.9415724) ^ x0))) * 3.0481865)"
