Complexity,Loss,Equation
1,0.78786427,"x0"
2,0.5627878,"exp(x0)"
3,0.11812133,"(x0 * 2.4044707)"
4,0.061823744,"(exp(x0) * x0)"
5,0.042342193,"((3.0704277 ^ x0) * x0)"
7,0.042087447,"(((6.319286 ^ x0) + -0.97317654) * 0.5757711)"
8,0.041991994,"((x0 - (-1.1361475 / cos(x0))) * x0)"
10,0.04198595,"(((x0 ^ 1.0288515) - (-1.139239 / cos(x0))) * x0)"
11,0.041287236,"(((3.882184 - cos(cos(x0 / 0.014342411))) ^ x0) * x0)"
12,0.040832665,"(((3.882184 - cos(sin(cos(x0 / 0.014342411)))) ^ x0) * x0)"
13,0.040691786,"(((3.882184 - cos(cos(x0 / 0.014342411) / 1.1494628)) ^ x0) * x0)"
14,0.040403083,"(((3.882184 - cos(cos((3.3476956 + 0.9937526) ^ exp(x0)))) ^ x0) * x0)"
15,0.040328115,"(((3.882184 - cos(sin(cos((3.3476956 ^ exp(x0)) - 0.8868738)))) ^ x0) * x0)"
16,0.04020541,"(((3.882184 - (cos(cos((3.3476956 ^ exp(x0)) - 0.8699582)) ^ 0.7422754)) ^ x0) * x0)"
17,0.039756164,"(((3.882184 - cos(cos(exp((3.3476956 ^ exp(x0)) - 0.29028994) - 1.793327))) ^ x0) * x0)"
18,0.039636612,"(((3.882184 - cos(sin(cos(exp((3.3476956 ^ exp(x0)) - 0.29028994) - 1.793327)))) ^ x0) * x0)"
19,0.039526287,"(((3.882184 - cos(cos((exp((3.3476956 ^ exp(x0)) - 0.29028994) - -0.42289594) + 3.882184))) ^ x0) * x0)"
20,0.03938329,"(((3.882184 - cos(cos((exp((3.3476956 ^ exp(x0)) - 0.29028994) - 0.7953573) + exp(x0)))) ^ x0) * x0)"
