Complexity,Loss,Equation
1,0.95533615,"x0"
3,0.49258912,"(x0 / 0.45760086)"
4,0.42900375,"(x0 * exp(x0))"
5,0.42795178,"(x0 / (0.35668004 ^ x0))"
6,0.42765638,"((x0 * exp(x0)) ^ 1.0407385)"
7,0.427342,"((2.8662724 ^ (x0 ^ 1.1435133)) * x0)"
8,0.4271497,"((exp(x0 ^ 1.4158617) + 0.17173848) * x0)"
9,0.42681322,"((exp(sin(x0 * x0)) * x0) / 0.8053549)"
10,0.42594385,"(exp(x0 ^ sin(cos(x0) ^ -2.1608238)) * x0)"
11,0.4199394,"((exp(0.88822126 ^ sin(x0 * 1.8641036e16)) ^ x0) * x0)"
13,0.41378075,"((exp(0.8432985 ^ sin((x0 - -0.5216481) * 1.8641036e16)) ^ x0) * x0)"
14,0.4135826,"((exp(0.834326 ^ sin(sin((x0 - -0.5216481) * 1.8641036e16))) ^ x0) * x0)"
15,0.4135362,"((exp(0.8148625 ^ sin(sin(sin((x0 - -0.5216481) * 1.8641036e16)))) ^ x0) * x0)"
16,0.41341925,"((exp(0.834326 ^ sin(sin((x0 - -0.5216481) * 1.8641036e16))) ^ (x0 ^ 1.0493108)) * x0)"
17,0.41313028,"((exp(0.834326 ^ (sin((x0 - -0.5216481) * 1.8641036e16) - (x0 + -0.87854034))) ^ x0) * x0)"
18,0.4125004,"((exp(0.834326 ^ (sin(sin((x0 - -0.5216481) * 1.8641036e16)) - (x0 + -0.80449206))) ^ x0) * x0)"
19,0.41237733,"((exp(0.8148625 ^ sin(sin(sin(((x0 - -0.5216481) * x0) * (1.8641036e16 / x0))))) ^ x0) * x0)"
20,0.4120441,"((exp(0.79214066 ^ sin(sin(sin(sin(((x0 - -0.5216481) * x0) * (1.8641036e16 / x0)))))) ^ x0) * x0)"
