Complexity,Loss,Equation
1,0.66378605,"x0"
3,0.15861717,"(x0 * 2.2772584)"
4,0.11469892,"(x0 * exp(x0))"
5,0.10740823,"((3.927578 ^ x0) + -1.07556)"
6,0.107122414,"(x0 * (3.4085133 ^ sin(x0)))"
7,0.10703535,"(x0 * ((x0 * 2.0926907) + 0.734312))"
8,0.10689687,"(x0 * (2.8059127 ^ (x0 ^ cos(x0))))"
9,0.10686445,"((sin(x0 ^ exp(0.8934178)) / 0.4807479) + x0)"
10,0.106823996,"(((sin(x0 ^ 2.5053725) / 0.46721163) + x0) ^ 0.9893261)"
11,0.10613394,"(((x0 + cos(cos(74.75389 ^ x0))) + x0) * x0)"
12,0.104279384,"(((x0 + x0) + cos(cos(exp(2.4354677 + x0)))) * x0)"
13,0.10098771,"(((x0 + x0) + sin(cos(0.009843614 / (0.32753325 - x0)))) * x0)"
14,0.10006023,"(((x0 + x0) + sin(cos(-0.008921723 / (sin(0.32753325) - x0)))) * x0)"
15,0.10006013,"(((x0 + x0) + sin(cos(-0.008921723 / sin(sin(0.32753325) - x0)))) * x0)"
16,0.099814355,"((((x0 * 0.957413) + x0) + sin(cos(-0.008921723 / (sin(0.32753325) - x0)))) * x0)"
17,0.09862701,"(((x0 + x0) + sin(cos((0.031006938 * x0) / (x0 + -0.32112527)) / -0.08555507)) * x0)"
18,0.098605886,"(((x0 + x0) + sin(cos(0.031006938 / sin((x0 + -0.32112527) / x0)) / -0.08555507)) * x0)"
19,0.09832437,"(((x0 + x0) + sin(cos((-0.02776353 * (-0.02776353 - x0)) / (x0 + -0.32112527)) / -0.08555507)) * x0)"
20,0.098297976,"(((x0 + x0) + sin(cos((-0.027770668 * x0) / ((x0 + sin(-0.32691744)) / 1.085048)) / -0.08555507)) * x0)"
