Complexity,Loss,Equation
1,0.7445023,"x0"
2,0.60321856,"exp(x0)"
3,0.1375499,"(x0 * 2.3465812)"
4,0.09395896,"(exp(x0) * x0)"
5,0.08233484,"((2.99917 ^ x0) * x0)"
6,0.08191274,"(exp(x0 + 0.082995616) * x0)"
7,0.081912205,"((2.7283666 ^ (x0 - -0.07971761)) * x0)"
8,0.08191195,"((exp(x0 + 0.08687878) + -0.009297955) * x0)"
9,0.08189209,"((((x0 + 0.82412887) * x0) + 1.1226628) * x0)"
10,0.0816169,"(exp((x0 - (-0.007269057 / x0)) - -0.0749109) * x0)"
11,0.08161651,"(exp((x0 - (-0.007269057 / x0)) - sin(-0.0749109)) * x0)"
12,0.08139112,"((exp(x0 + 0.08687878) + (-0.009297955 / cos(log(x0)))) * x0)"
13,0.08067606,"((exp(x0 + 0.083375394) * x0) - (0.0007083162 / cos(2.5155303 - x0)))"
14,0.08066859,"((exp(x0 + 0.083375394) * x0) - sin(0.0007083162 / cos(2.5155303 - x0)))"
15,0.08065675,"(((exp(x0 + 0.083375394) * x0) - (0.0007083162 / cos(2.5155303 - x0))) - 0.002014532)"
16,0.080561616,"((exp(x0 + 0.083375394) * x0) - (0.0006721796 / sin(cos(2.5155303 - x0) / x0)))"
17,0.08049481,"((exp(x0 + 0.083375394) * x0) - sin(sin(0.0006721796 / cos((x0 + 1.9625963) + -0.7641262))))"
18,0.08044735,"((exp(x0 + 0.083375394) * x0) - sin(sin(sin(0.0006721796 / cos((x0 + 1.9625963) + -0.7641262)))))"
19,0.08036199,"((exp(x0 + 0.083375394) * x0) - (0.0006721796 / sin(x0 + (x0 / (x0 * (x0 * -0.08922153))))))"
