Complexity,Loss,Equation
1,1.2942059,"x0"
2,1.158937,"exp(x0)"
3,0.70893717,"(x0 / 0.4347546)"
4,0.6808032,"(exp(x0) * x0)"
5,0.67308134,"((3.8026407 ^ x0) - 1.0195577)"
6,0.6711187,"((1.6076853 / cos(x0)) * x0)"
8,0.670988,"(((1.5203658 / cos(x0)) + 0.12769885) * x0)"
9,0.66955143,"((x0 + x0) ^ (2.0653276 - sin(exp(x0))))"
10,0.66727424,"(exp(x0 ^ cos(cos(x0 / -0.14679176))) * x0)"
11,0.66449666,"(exp(x0) * (x0 ^ cos(cos(exp(x0 + 1.3713118)))))"
12,0.6623479,"((3.8026407 ^ x0) - (0.9087206 ^ cos(exp(exp(x0 - -1.4730114)))))"
13,0.6615392,"((3.8026407 ^ x0) - (sin(0.9087206) ^ cos(exp(exp(x0 - -1.4730114)))))"
14,0.6594986,"((3.8026407 ^ x0) - (0.9087206 ^ (cos(exp(exp(x0 - -1.4730114))) / 0.55388814)))"
15,0.65682733,"(((x0 + x0) * (x0 + cos(sin(exp(exp(x0 + 1.2463405)))))) / 1.3014692)"
17,0.6512542,"(((x0 + x0) * (x0 + cos(sin(exp(exp(x0 + 1.2463405))) + -0.12441013))) / 1.3014692)"
19,0.6496049,"(((x0 + x0) * (x0 + cos(sin(exp(exp(x0 + 1.2463405)) + -0.13004497) + -0.13594373))) / 1.3014692)"
20,0.64960384,"(((x0 + x0) * (x0 + cos(sin(exp(exp(x0 + 1.2463405)) + sin(-0.13004497)) + -0.13594373))) / 1.3014692)"
