Complexity,Loss,Equation
1,1.2474706,"x0"
2,1.1561271,"exp(x0)"
3,0.66226333,"(x0 / 0.4307969)"
4,0.61461335,"(exp(x0) * x0)"
5,0.6059897,"((3.9403956 ^ x0) + -1.0820589)"
9,0.6049429,"((((x0 ^ x0) * 3.1107545) * x0) + -0.19419032)"
10,0.6015866,"(((exp(x0) + 0.16605198) * x0) - (0.005111849 / x0))"
12,0.5987675,"((exp(x0 ^ cos(cos(x0 ^ -10.239282))) * x0) ^ 1.0512881)"
14,0.59768105,"((exp(x0 ^ cos(cos(x0 ^ -10.239282) / -0.8420357)) * x0) ^ 1.0512881)"
16,0.59586674,"((exp((x0 ^ 1.4038836) ^ (cos(cos(x0 ^ -10.239282)) ^ 1.9767418)) * x0) ^ 1.0458466)"
17,0.5955428,"((exp(x0 ^ ((cos(sin(cos(x0 ^ -10.239282))) * 1.1048748) ^ 2.750023)) * x0) ^ 1.0620072)"
18,0.59520984,"((exp(((x0 ^ 1.4038836) - -0.02822161) ^ (cos(cos(x0 ^ -10.239282)) ^ 1.9767418)) * x0) ^ 1.0458466)"
19,0.59485734,"((exp(x0 ^ ((cos(sin(cos(x0 ^ -10.239282)) + 0.06337286) * 1.0997068) ^ 2.750023)) * x0) ^ 1.0620072)"
