Complexity,Loss,Equation
1,1.2747599,"x0"
2,1.1787494,"exp(x0)"
3,0.7189333,"(x0 * 2.2818952)"
4,0.6666005,"(exp(x0) * x0)"
5,0.6602459,"((x0 + 0.447863) ^ 2.8458133)"
7,0.6601389,"((x0 * (x0 * 2.6765)) + 0.17666498)"
9,0.65957785,"(exp(x0 ^ sin(x0 / 0.31655347)) * x0)"
10,0.65881854,"(exp(x0) * (x0 ^ sin(cos(x0) ^ -2.3966687)))"
12,0.65878856,"(exp(x0) * (x0 ^ (sin(cos(x0) ^ -2.3966687) * 0.9887815)))"
13,0.6534045,"(((cos(sin(exp(exp(x0) - -2.1259692))) + 2.0846426) ^ x0) * x0)"
14,0.6531691,"(((sin(exp(sin(exp(exp(x0) - -2.1259692)))) + 2.060934) ^ x0) * x0)"
15,0.6521517,"(((cos(sin(exp(exp(x0) - -2.1259692)) + -0.31984827) + 2.0846426) ^ x0) * x0)"
16,0.6478864,"((((sin(exp(sin(exp(exp(x0) - -2.1259692)))) / 0.79372877) + 2.060934) ^ x0) * x0)"
18,0.64787316,"((((sin(exp(sin(exp(exp(x0) - -2.1259692)))) / 0.7383709) + 2.060934) ^ (x0 / 1.0146072)) * x0)"
19,0.64762586,"(((((sin(exp(sin(exp(exp(x0) - -2.1259692)))) / cos(-0.62819517)) ^ x0) + 2.060934) ^ x0) * x0)"
20,0.64753896,"(((((sin(exp(sin(exp(exp(x0) - -2.1259692)))) / 0.7383709) ^ x0) + 2.060934) ^ (x0 / 1.0146072)) * x0)"
