Complexity,Loss,Equation
1,1.4419478,"x0"
2,1.3718523,"exp(x0)"
3,0.85310495,"(x0 * 2.3550704)"
4,0.7916204,"(exp(x0) * x0)"
5,0.76968575,"((4.198265 ^ x0) - 1.1542586)"
7,0.7693013,"((5.2061 ^ (x0 - 0.16336611)) - 0.8715093)"
8,0.7688412,"(((1.5491534 ^ exp(x0)) * x0) + -0.14658138)"
10,0.7687625,"(((exp(x0) ^ x0) * (x0 + -0.1939103)) + x0)"
11,0.7665629,"(((cos(cos(exp(exp(x0)))) + 3.5887263) ^ x0) - 1.1940283)"
12,0.7660063,"(((sin(cos(cos(exp(exp(x0))))) + 3.5887263) ^ x0) - 1.1940283)"
13,0.7609896,"(((cos(cos(2.1456506 / (x0 * -0.17411686))) + 3.5895104) ^ x0) - 1.1940283)"
14,0.75860703,"(((exp(cos(cos(2.1456506 / (x0 * -0.17411686)))) + 2.1456506) ^ x0) - 1.1940283)"
16,0.7560899,"(((exp(cos(cos(2.1456506 / (x0 * -0.17411686)) + -0.08048143)) + 2.1456506) ^ x0) - 1.1940283)"
18,0.75596565,"(((exp(cos(cos(2.1456506 / (x0 * -0.17411686)) + (x0 * -0.17411686))) + 2.1456506) ^ x0) - 1.1940283)"
19,0.75369525,"(((exp(cos(sin(cos(2.1456506 / (x0 * -0.17411686))) / (x0 ^ x0))) + 2.1456506) ^ x0) - 1.1940283)"
