Complexity,Loss,Equation
1,1.6900511,"x0"
2,1.5625983,"exp(x0)"
3,1.0926175,"(x0 * 2.36008)"
4,1.0540689,"(exp(x0) * x0)"
5,1.0429934,"((3.900347 ^ x0) + -1.0348072)"
6,1.0427597,"(x0 * (exp(x0) + 0.18711488))"
7,1.0427145,"(((4.4976172 ^ x0) * 0.83044785) - 0.837041)"
9,1.0424889,"(x0 + ((x0 ^ 1.5761263) / sin(cos(x0))))"
10,1.0424716,"((x0 / cos(x0)) + ((x0 ^ 1.614105) * 1.0936109))"
11,1.0387795,"(((2.1086903 * x0) + cos(sin(x0 / -0.0021968142))) * x0)"
12,1.0318414,"(((x0 + cos(sin(sin(x0) / -0.043275654))) + x0) * x0)"
14,1.0307297,"(((x0 + cos(sin(sin(x0) / -0.043275654))) + (x0 ^ 0.7648795)) * x0)"
15,1.0307295,"(((x0 + cos(sin(sin(x0) / -0.043275654))) + (x0 ^ cos(0.7648795))) * x0)"
16,1.0280735,"(((2.1086903 * x0) + cos(sin((x0 / (log(x0) / 0.9577597)) * -1.0097033))) * x0)"
17,1.0280241,"(((2.1086903 * x0) + cos(sin((x0 / (sin(log(x0)) / 0.9577597)) * -1.0097033))) * x0)"
18,1.0239525,"(((2.0989518 * x0) + cos(sin((x0 / (log(x0) / 0.9577597)) * -1.0097033) + -0.1930847)) * x0)"
19,1.0238693,"(((2.0989518 * x0) + cos(sin((x0 / (sin(log(x0)) / 0.9577597)) * -1.0097033) + -0.1930847)) * x0)"
20,1.0238671,"(((2.0989518 * x0) + cos(sin((x0 / (sin(log(x0)) / 0.9577597)) * -1.0097033) + sin(-0.1930847))) * x0)"
