Complexity,Loss,Equation
1,0.6607037,"0.99855274"
3,0.24839519,"(x0 / 0.45401388)"
4,0.222525,"(x0 * exp(x0))"
5,0.21041852,"((x0 + 0.46923554) ^ 2.6196818)"
7,0.20786832,"(((x0 * 2.4942436) * x0) + 0.2739162)"
9,0.2077874,"((((x0 * 2.6138325) - 0.12584923) * x0) - -0.29814664)"
10,0.20598644,"((x0 * exp(cos(sin(-0.6735902) / x0))) + 0.2476843)"
11,0.20205913,"((exp(x0) * x0) - (sin(-0.08609867 / x0) * 0.41151342))"
12,0.19731064,"((x0 * ((x0 * 1.752646) ^ sin(x0 ^ -0.5213361))) + x0)"
13,0.19682045,"((x0 * ((x0 * 1.7358006) ^ sin(sin(x0) ^ -0.5213361))) + x0)"
14,0.19655792,"((x0 * ((x0 * 1.7209482) ^ sin(sin(sin(x0)) ^ -0.5214362))) + x0)"
15,0.19617485,"((x0 * ((x0 * 1.7209482) ^ sin((cos(x0) * x0) ^ -0.5214362))) + x0)"
16,0.19569395,"((x0 * ((x0 * 1.7358006) ^ sin(sin(exp(x0) * x0) ^ -0.5213361))) + x0)"
18,0.18708672,"((x0 * (((cos(cos(x0 / -0.026957918)) + 0.97334325) * x0) ^ sin(x0 ^ -0.5213361))) + x0)"
19,0.18497042,"((x0 * (((cos(cos(-0.99379665 / log(x0))) + 0.992824) * x0) ^ sin(x0 ^ -0.5213361))) + x0)"
20,0.18059193,"((x0 * (((sin(exp(cos(-0.9489577 / log(x0)))) + 1.1059386) * x0) ^ sin(x0 ^ -0.52214384))) + x0)"
