Complexity,Loss,Equation
1,0.7511607,"x0"
2,0.5902114,"exp(x0)"
3,0.13433935,"(x0 * 2.3460991)"
4,0.08575231,"(exp(x0) * x0)"
5,0.072981864,"((3.0104136 ^ x0) * x0)"
6,0.07261207,"(exp(x0 + 0.08600464) * x0)"
7,0.072596654,"(((2.8836029 ^ x0) - -0.09030882) * x0)"
8,0.07255011,"((x0 / sin(0.3404251 ^ x0)) + -0.015118418)"
9,0.072489835,"((x0 ^ ((x0 * 0.70685685) + 1.3757869)) / 0.33532304)"
10,0.07246691,"(x0 / (0.3334548 / (x0 ^ exp(x0 - 0.8186166))))"
11,0.071603954,"(x0 / (0.3360808 ^ (x0 ^ cos(cos(-1.0280592 / x0)))))"
12,0.07127049,"(x0 / (0.34275255 ^ (x0 ^ cos(cos(log(x0) / -0.30626824)))))"
13,0.07117035,"(x0 / (0.34119263 ^ (x0 ^ cos(cos(log(sin(x0)) / 0.32039723)))))"
14,0.07079095,"((x0 ^ (cos(cos((0.94168264 / x0) + x0)) + sin(1.3757869))) / 0.33532304)"
15,0.070787296,"((x0 ^ (cos(cos((cos(0.33532304) / x0) + x0)) + sin(1.3757869))) / 0.33532304)"
16,0.07034195,"(x0 / (0.34275255 ^ (x0 ^ cos(sin(exp(exp(exp(0.34275255 - -0.92513096))) ^ x0)))))"
17,0.07016875,"(x0 / (0.34275255 ^ (x0 ^ cos(sin(sin(exp(exp(exp(0.34275255 - -0.92513096))) ^ x0))))))"
18,0.06959424,"(x0 / (0.34275255 ^ (x0 ^ (cos(sin(exp(exp(exp(0.34275255 - -0.92513096))) ^ x0)) / 0.89894927))))"
19,0.06958522,"(x0 / (0.33217975 ^ ((x0 ^ 1.3341792) ^ sin(cos(sin(exp(exp(exp(0.34275255 - -0.92513096))) ^ x0))))))"
20,0.069435835,"(x0 / (sin(0.34275255) ^ ((x0 ^ 1.3341792) ^ sin(cos(sin(exp(exp(exp(0.34275255 - -0.92513096))) ^ x0))))))"
