seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_true_divide,error_exp,error_multiply,error_node_invalid,error_node_divide,error_node_underflow,error_node_overflow,n_epochs,n_samples,n_cached,t
0,0.7662631306451724,0.09304618824938733,0.09304618824938733,False,[x1*(x1*(x1*(-x1 + sin(exp(exp(x1))))*exp(-x1)*sin(x1**3*(x1**2 + x1)*exp(x1))/(x1*(x1**2 + x1) + x1) + x1) + x1) + x1],"add,mul,add,mul,x1,add,mul,mul,mul,mul,mul,sin,mul,mul,mul,exp,x1,mul,add,mul,x1,x1,x1,x1,x1,x1,div,sub,sin,exp,exp,x1,x1,mul,mul,mul,exp,x1,mul,add,mul,add,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",78191,7921,45841,6,70706,15405,8598,37250,247,2007096,997972,541.2217688560486
