seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_divide,error_node_underflow,error_node_overflow,n_epochs,n_samples,n_cached,t
0,0.5898730410550237,0.4834143513853192,0.4834143513853192,False,[x1**2*(x1 + exp(cos((x1*exp(x1**4*(x1*(x1 + exp((x1**2*(x1**3*exp(x1**2 + x1*(x1**2*exp(x1) - x1**2 - x1) - x1 + 1) + x1) - x1)/x1)) - x1)) + x1)/(x1*(x1 + exp((x1**2 - x1)/x1)))))) + x1],"add,mul,mul,add,exp,cos,sub,add,mul,mul,div,add,mul,exp,mul,mul,mul,mul,sub,mul,div,sub,add,mul,add,exp,div,sub,mul,x1,add,sub,mul,add,sub,sub,add,add,mul,mul,mul,exp,add,sub,add,mul,sub,mul,mul,exp,x1,x1,x1,add,mul,x1,x1,x1,x1,mul,x1,x1,x1,div,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,mul,sub,mul,div,sub,add,add,mul,add,exp,div,sub,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",73311,160817,8482,13,66304,15488,12038,148793,247,2007835,1028011,506.4569067955017
