seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_overflow,error_node_divide,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.8735983710706279,0.020935421556125107,0.020935421556125107,False,[exp(exp(sin((x1**2/2 + 2*x1)/(x1*log(x1**3)))))],"exp,exp,sin,mul,div,div,mul,div,div,add,add,div,mul,x1,div,x1,div,div,div,mul,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,log,sub,mul,mul,x1,x1,x1,sub,x1,x1,x1,x1",134117,185859,15973,1974,113770,169062,36183,18908,247,2006784,1263990,562.4150214195251
