seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_multiply,error_node_underflow,error_node_invalid,error_node_divide,error_node_overflow,n_epochs,n_samples,n_cached,t
0,0.5733561542325312,0.5537095499323296,0.5537095499323296,False,[x1**3 + x1*(x1*exp(x1*exp(cos(x1*(x1*exp(x1**3*exp(x1*(x1**3 + x1)) + x1) + x1))) - 2*x1 + cos(x1)) + x1)],"add,mul,add,mul,x1,exp,add,cos,x1,sub,mul,sub,mul,exp,cos,sub,add,mul,add,mul,exp,add,mul,mul,mul,div,mul,exp,sub,add,mul,add,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,div,x1,x1,x1,x1,x1,mul,mul,x1,x1,x1",101762,79022,6485,6,5290,72131,13376,96478,247,2006877,1212611,573.9458000659943
