seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_multiply,error_node_underflow,error_node_invalid,error_node_divide,error_node_overflow,n_epochs,n_samples,n_cached,t
0,0.5612474035333327,0.6111259275081052,0.6111259275081052,False,[x1*(x1**12*cos((x1 + exp(x1**3*exp(x1**5*(2*x1**6*log(x1) + 2*x1))))/x1) + x1**8*cos((x1 + exp(x1*(x1 + exp(x1**5*(2*x1**6*log(x1) + x1)))))/x1) + 3*x1)],"mul,div,mul,x1,add,add,div,mul,add,mul,mul,cos,div,add,exp,mul,mul,add,exp,mul,mul,mul,mul,mul,add,mul,mul,mul,mul,mul,add,x1,x1,mul,x1,x1,x1,log,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,div,x1,x1,x1,x1,x1,mul,mul,mul,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,add,mul,mul,mul,cos,div,add,exp,mul,mul,mul,exp,mul,mul,mul,mul,mul,add,add,mul,mul,mul,mul,mul,add,x1,x1,mul,x1,x1,x1,log,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,mul,mul,mul,mul,mul,x1,x1,x1,x1,x1,x1,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",39323,123818,8402,3,8932,114333,17883,30398,247,2007716,980631,512.2973449230194
